acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs,totalpay,county,PctUnempl,MedIncome,IncomePctStateAvg,PctPoverty,Pct_ltHS,Pct_HS,Pct_SomeCollege,Pct_BachPlus,Pct_AnyDebtCollections,MedianDebtCollections,Pct_AutoLoan,Pct_AutoLoanCollections,Pct_CCLoanCollections,Pct_EduLoan,MedianEduLoan,Pct_EduLoanCollections,MedianMedDebt,Pct_MedDebtCollections,Pct_NoHealthIns,percentPay
1,CA,93313,Wells,1786,04013181,4,0.1992,-1.61,133,67,104,3,360,06029,6.9,57926,68.3,18.5,24.05209301,27.57228249,30.76815822,17.60746628,31.11569,1747,32.27986,3.98718,4.59205,11.9432,14718,9.61969,759.5,11.81725,7.82204,20.15677492
2,CA,92154,Wells,2048,01015805,1,0.4376,-0.83,109,6,233,6,300,06073,3.4,90756,107,10.7,11.6848286,18.19642779,29.85549373,40.26324989,20.19116,1924,28.30083,2.24266,2.34859,12.17414,19222,6.50241,855,9.18014,6.69465,14.6484375
3,FL,33319,Wells,5170,04013057,4,0.8140,-0.21,103,90,28,1,10,12011,2.9,65536,103.9,12.8,10.03151306,26.84051713,28.84405544,34.28391437,29.07147,2156,30.35327,3.56541,3.98657,13.99978,21850,8.6729,796,13.82793,12.71383,0.193423598
4,WA,98115,Bank_Of_Am,4506,08012265,8,0.2978,-1.21,136,11,8,2,2550,53033,2.9,110351,131.1,9.3,6.331713642,14.84370095,24.79811878,54.02646663,12.93026,1740,23.20067,1.91134,1.67551,12.62852,21706,5.1976,529,4.58894,5.24257,56.59121172
5,MI,49615,Associates,2706,03013630,3,0.3722,-0.99,105,42,45,11,2000,26009,5.8,59430,93.7,10.2,6.876239026,31.07335033,32.05890683,29.99150382,19.04762,1318.5,36.54762,1.95531,1.12782,12.7381,14002,12.14953,357,6.78571,6.20515,73.90983001
6,MD,20743,Associates,740,05012860,5,0.4153,-0.88,120,51,9,1,14,24033,3.5,89689,99.5,11.5,12.77031258,25.42442424,26.88405475,34.92120843,33.1945,1843.5,30.37816,6.11452,5.30234,20.68624,26762,9.1403,602.5,12.59421,10.61074,1.891891892
7,TN,37917,Discover,1578,03013468,3,0.8264,-0.19,126,67,82,1,368,47093,2.9,64817,108.6,12.1,7.86500652,25.06018658,28.31433694,38.76046996,28.78348,2141,30.52514,3.71975,2.66596,15.39781,21652,6.89803,1169,18.20821,7.89621,23.32065906
8,CA,92628,Discover,5699,01019161,1,0.5225,-0.65,132,88,158,2,117,06059,3.2,100210,118.1,9.9,13.38891948,17.24420737,27.25107979,42.11579335,17.55021,1857,27.25739,2.29937,2.10546,10.69581,19182,5.73619,683.5,7.07588,6.87569,2.052991753
9,RI,02842,Bank_Of_Am,2099,01016315,1,0.7119,-0.34,123,33,37,6,865,44005,2.8,85764,117,9.7,5.596844181,20.03944773,23.69546351,50.66824458,12.38972,1618,30.84005,1.87845,1.92508,15.88032,21375,4.83092,426,2.3015,3.29564,41.21010005
10,NC,28543,Discover,1606,02013829,2,0.0265,-3.63,129,21,95,4,500,37133,4.3,55645,89.8,13.9,8.230047812,29.6202648,37.32438396,24.82530342,31.02338,2039,40.32531,3.63188,4.66321,14.58828,18684,9.52381,996,15.58794,12.21392,31.13325031
11,CA,93722,Wells,1413,08012311,8,0.9006,-0.1,130,88,21,1,30,06019,6.4,63140,74.4,19.4,22.09239622,22.68928728,32.58537625,22.63294025,27.67851,1399,30.51416,3.26535,3.69169,12.71982,14984,12.0211,546,11.16251,5.73548,2.123142251
12,MO,63031,Chase,2778,03013356,3,0.4958,-0.7,125,75,88,2,797,29189,2.4,72507,117.3,10.5,5.902439305,21.09453852,27.71125738,45.29176479,26.86732,1857,29.8047,5.1843,3.2585,17.69978,22372,8.70647,762,15.63984,5.85666,28.68970482
13,CA,94109,Discover,1859,04013066,4,0.6660,-0.41,137,77,64,1,1270,06075,2.5,119776,141.2,11.4,11.219663,11.37337094,17.89020986,59.5167562,11.11815,1572,13.95136,2.44989,1.55919,9.94967,21333,6.36717,580,3.44913,3.10433,68.31629909
14,CA,94702,Bank_Of_Am,6650,09011960,9,0.4056,-0.9,146,31,32,20,2430,06001,3.3,108971,128.5,9.4,10.99556649,16.65392093,22.70746308,49.6430495,14.8565,1866,20.97298,2.93913,2.00185,10.51324,21097,6.57943,750,5.58146,4.22155,36.54135338
15,MD,20657,Discover,4524,08012288,8,0.2738,-1.3,130,63,13,2,3181,24009,2.9,117459,130.3,5.8,5.474791703,28.79620734,30.02472791,35.70427305,18.41557,1667,37.97776,2.52565,2.80899,16.08756,21241,6.04752,444.5,7.78318,2.78264,70.31388152
16,AZ,85006,Bank_Of_Am,2436,06012571,6,0.9181,-0.09,120,1,43,2,106,04013,3.3,76230,110.5,11.3,11.15749581,22.02357049,32.46251888,34.35641482,26.4425,1897,31.1102,3.95944,3.37067,15.88688,18567,9.04062,717,12.59393,10.652,4.351395731
17,MS,39307,Associates,2661,02013804,2,0.3603,-1.02,113,8,120,1,218,28075,4.1,44492,91,22.8,15.40003207,26.81978515,37.11119128,20.6689915,35.65593,1563,29.21672,8.07229,6.49087,13.40702,17781,10.03584,1063,14.80058,9.12985,8.192408869
18,GA,31419,Discover,1533,05012890,5,0.2812,-1.27,145,60,72,1,126,13051,3,61527,92.5,15.5,9.384328172,24.35382911,30.71620394,35.54563878,36.39702,1918.5,30.52166,6.84333,5.71016,19.78615,26090,10.69869,947,19.35414,10.99104,8.219178082
19,TX,79930,Discover,3747,10011461,10,0.9347,-0.07,135,91,48,7,337,48141,4.3,50983,76.1,20.1,20.24416302,23.78884176,31.30272408,24.66427114,37.41154,2159,34.58446,5.84388,3.95777,18.50383,16522.5,9.41129,941.5,16.88836,21.41302,8.993861756
20,NY,11212,Wells,4438,02013700,2,0.9514,-0.05,120,50,112,1,2900,36047,5.9,66943,90.2,19.2,16.30432698,25.24559171,18.91882099,39.53126032,19.79745,1779,13.06414,4.43968,4.09662,14.3664,22605,8.07049,380,3.40042,6.14937,65.34474989
21,CA,91792,Bank_Of_Am,6503,01019062,1,0.3312,-1.1,121,1,126,3,1250,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509,19.22189759
22,SC,29412,Bank_Of_Am,6948,01018765,1,0.5915,-0.53,131,54,112,9,729,45019,2.8,71755,120.7,13.8,7.114868334,20.98481219,25.16171722,46.73860225,30.12891,1747,29.40791,5.47696,3.27757,18.84058,25364,9.70236,621,17.02716,8.66262,10.49222798
23,CA,94544,Wells,1547,04013152,4,0.5014,-0.69,120,32,59,7,260,06001,3.3,108971,128.5,9.4,10.99556649,16.65392093,22.70746308,49.6430495,14.8565,1866,20.97298,2.93913,2.00185,10.51324,21097,6.57943,750,5.58146,4.22155,16.80672269
24,MD,21136,Bank_Of_Am,4965,04923405,4,0.4038,-0.91,141,11,39,8,4212,24013,2.7,102006,113.2,5.4,6.208875064,28.20388795,27.61761002,37.96962697,14.09926,1438,35.29412,1.34073,1.82971,14.35662,19418,4.9936,593,7.31618,2.70973,84.83383686
25,NJ,07306,Chase,1447,04013047,4,0.9401,-0.06,140,9,13,1,559,34017,3.6,79159,88.7,15.9,13.21815716,23.81269766,17.29655879,45.6725864,22.98392,1246,18.77572,3.7363,3.68814,14.63115,20667,7.85735,400,9.77389,11.11636,38.63165169
26,NY,10567,Associates,2174,03013581,3,0.8175,-0.2,117,92,42,1,791,36079,2.9,107014,144.2,6.6,6.666005075,26.35638034,25.48591519,41.49169939,14.48363,1567,35.48489,1.65426,1.88679,18.67128,27310,3.37268,543,6.3602,4.57493,36.38454462
27,CA,90006,Wells,2138,01014966,1,0.5570,-0.59,116,9,7,2,540,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509,25.25724977
28,CA,94066,Wells,2744,09012056,9,0.9148,-0.09,136,46,1,1,150,06081,2.4,131151,154.6,6.8,9.180960184,14.89178133,23.47169784,52.45556065,11.56433,1911,20.08625,2.00938,1.48465,7.27568,21062,5.32898,788.5,4.32822,3.89601,5.466472303
29,OK,73034,Discover,1533,06012588,6,0.4748,-0.74,112,86,19,1,1470,40083,2.7,68955,123.5,13.1,8.358410612,31.09992016,30.2247743,30.31689492,31.51619,1449.5,34.41226,3.49794,4.47094,14.05451,17394,9.69697,698.5,16.18399,12.51928,95.89041096
30,IL,60621,Discover,1915,01015078,1,0.7680,-0.26,98,12,81,1,1080,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505,56.39686684
31,FL,32824,Discover,2714,01016007,1,0.8788,-0.13,126,62,19,3,330,12095,2.9,64579,102.4,14.9,10.53289676,24.29069726,29.47387397,35.702532,32.63552,2153,30.77815,4.04955,4.66703,16.45132,21167,9.21334,1012,17.03317,12.89718,12.15917465
32,WI,53213,Wells,2931,08012287,8,0.5669,-0.57,130,9,80,2,66,55079,3.7,56417,84,17.8,10.83366094,28.57296439,28.18240896,32.41096572,33.03977,1452,27.12862,5.441,3.9485,20.372,21809,9.38959,846,16.81404,7.19607,2.251791198
33,TN,37075,Discover,4554,04013068,4,0.4966,-0.7,103,32,77,3,1113,47165,2.7,71268,119.4,8.6,9.317920119,29.12555598,31.71750468,29.83901921,24.5155,1771,32.49354,3.19192,3.04114,15.50388,18294.5,6.97917,706,12.87145,8.46073,24.4400527
34,AK,99752,Bank_Of_Am,2927,02925563,2,0.3604,-1.02,99,82,187,18,170,02188,9,67586,86.2,20.9,15.68764569,47.08624709,22.7972028,14.42890443,19.68504,1830.5,11.02362,1.789461667,5.08475,11.81102,21377.83333,7.384175,490.8333333,1.5748,22.37843,5.807994534
35,OH,44708,Discover,5981,07012497,7,0.5855,-0.54,129,67,65,1,3140,39151,4,59205,95.1,12.8,7.703113846,38.17505793,30.53760321,23.58422501,28.41106,1406.5,32.60421,3.66932,3.22046,18.72059,22268.5,9.74427,575,15.74907,6.15596,52.49958201
36,MD,21215,Bank_Of_Am,2957,05012856,5,0.3988,-0.92,108,38,9,2,1700,24510,4.3,54068,60,22.9,13.66887749,28.11620329,24.00898469,34.20593452,40.81908,1325,25.05273,8.5936,7.01501,19.39888,22985,12.62458,460,17.09046,5.65918,57.49070003
37,CA,95632,Bank_Of_Am,10392,01015695,1,0.1117,-2.19,100,16,8,4,850,06067,3.9,79611,93.8,13,11.93478218,22.01223115,34.05600934,31.99697733,22.09095,2018,27.60174,3.33184,3.08424,13.21636,18245,8.82954,753,8.55482,4.89563,8.179368745
38,CO,80241,Discover,2984,02014175,2,0.7733,-0.26,102,76,72,2,538,08001,3.4,80831,98.3,10,15.13580771,28.2981339,30.13731818,26.42874021,28.56114,1645,33.63023,3.1965,3.72346,17.01487,19706.5,7.00539,654,14.71609,12.66665,18.02949062
39,WA,98233,Bank_Of_Am,702,01015651,1,0.8334,-0.18,111,40,27,14,615,53057,5.3,72831,86.5,11.6,8.891192624,25.53212608,36.9334098,28.6432715,13.55594,2017,27.01221,1.9432,2.30798,9.79317,17047,7.88804,629,3.11488,6.1125,87.60683761
40,NY,12086,Discover,1918,04013021,4,0.5354,-0.62,83,25,29,9,506,36057,4,55523,74.8,15,11.34505315,35.63251957,33.79278122,19.22964607,30.80229,1936.5,37.17765,4.72175,4.18719,16.90544,20388,8.05085,814.5,12.89398,6.1401,26.38164755
41,NY,13850,Discover,6059,01017370,1,0.0376,-3.28,140,81,69,1,2200,36107,3.2,64052,86.3,11.7,7.302820956,35.80310881,31.07944732,25.81462291,21.00334,1709,37.92642,1.80451,4.375,16.98997,19989.5,6.29921,751,9.16388,3.06929,36.30962205
42,MO,64683,Associates,4076,09012046,9,0.3655,-1.01,108,25,32,1,625,29061,2.4,56786,91.9,12.9,12.83288651,40.85790885,26.29133155,20.0178731,22.48062,1160,28.29457,5.49451,3.10559,10.07752,17693.27143,9.564772714,819.6962025,7.75194,14.37591,15.33366045
43,IN,46158,Discover,1805,01017706,1,0.6565,-0.42,133,34,78,2,486,18109,2.8,69203,110.3,10.3,11.51743752,39.94594268,29.42896908,19.10765073,26.79012,2033,35.59671,2.62646,2.82175,16.54321,19281.5,8.70647,921.5,18.51852,7.153,26.92520776
44,FL,32789,Chase_Rev,2777,02014731,2,0.9919,-0.01,86,30,192,4,150,12095,2.9,64579,102.4,14.9,10.53289676,24.29069726,29.47387397,35.702532,32.63552,2153,30.77815,4.04955,4.66703,16.45132,21167,9.21334,1012,17.03317,12.89718,5.401512423
45,LA,71461,Discover,1840,04013197,4,0.6355,-0.45,118,39,43,3,1236,22115,4,51401,98.7,17.7,11.98149011,39.60316932,29.85218723,18.56315334,34.21808,1981,39.09613,5.64636,4.74308,13.41463,16941,10.69519,559,16.49928,8.10538,67.17391304
46,OR,97540,Wells,762,02013685,2,0.2117,-1.55,133,82,81,1,270,41029,4.7,63308,88.6,13.5,9.13041567,25.26046082,35.58720649,30.02191702,15.9468,1609,29.16495,1.58793,2.38095,13.13588,22511,7.93319,692,2.81091,6.22824,35.43307087
47,CA,95831,Bank_Of_Am,4890,02014189,2,0.0839,-2.48,129,2,61,18,25,06067,3.9,79611,93.8,13,11.93478218,22.01223115,34.05600934,31.99697733,22.09095,2018,27.60174,3.33184,3.08424,13.21636,18245,8.82954,753,8.55482,4.89563,0.511247444
48,SC,29624,Discover,5926,08012207,8,0.2720,-1.3,138,5,88,3,270,45007,3,58951,99.2,15.9,14.17289481,30.52761564,30.59294837,24.70654117,40.19488,2400,25.03045,8.05458,5.56348,13.71803,19991,8.54606,1359,28.10597,11.37588,4.556193048
49,CA,91205,Chase_Bony,2931,02013700,2,0.2713,-1.3,115,21,165,3,1250,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509,42.64756056
50,TN,38485,Chase_Rev,3657,06012654,6,0.8307,-0.19,142,42,46,1,550,47181,4.5,47563,79.7,19.8,17.51612903,45.05645161,26.07258065,11.35483871,36.92308,1483.5,24.83516,5.45455,3.33333,5.93407,16892.19333,9.771172267,1016,21.53846,11.97993,15.03964999
51,WA,99163,Chase_Bony,1721,06012768,6,0.5390,-0.62,146,13,15,2,1109,53075,4.7,53140,63.1,18.1,4.650294532,15.32813407,32.3736829,47.64788849,13.5634,1349,25.52167,0.75377,1.1236,20.14446,21350,4.78088,513.275,3.29053,4.40682,64.43927949
52,PA,17109,Wells,3825,03013470,3,0.1948,-1.64,102,66,88,1,2058,42043,4,66121,95.9,11.8,9.086666024,32.87708066,25.77912162,32.2571317,29.42368,1733.5,33.77983,3.3065,4.05949,17.76227,20988.5,9.56907,624,15.51103,5.24376,53.80392157
53,CA,91773,Wells,1339,06012661,6,0.5954,-0.52,107,77,18,1,800,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509,59.74607916
54,HI,96778,Wells,3574,03013357,3,0.3616,-1.02,119,76,73,5,950,15001,3.6,67896,79.4,14.7,7.175247663,29.378401,33.28031254,30.16603879,18.0362,1869,24.7317,3.07317,2.65575,10.02723,20912,6.70926,290,4.35688,4.31376,26.58086178
55,TN,37221,Discover,6667,09012127,9,0.8015,-0.22,139,66,46,2,1449,47037,2.8,65463,109.7,15,9.887325145,21.27948603,24.41261455,44.42057428,28.64661,1787.5,24.69489,4.792,3.5158,19.48188,24152,8.87285,767,14.35506,12.67818,21.7339133
56,WA,98133,Discover,3820,09012109,9,0.8145,-0.21,133,97,39,2,3198,53033,2.9,110351,131.1,9.3,6.331713642,14.84370095,24.79811878,54.02646663,12.93026,1740,23.20067,1.91134,1.67551,12.62852,21706,5.1976,529,4.58894,5.24257,83.71727749
57,KS,66441,Associates,1203,04923117,4,0.6810,-0.38,127,56,18,2,250,20061,3.8,54104,84.4,12.5,6.177292355,24.79044958,45.17653035,23.85572771,33.36207,2002,42.24138,6.15114,4.79042,17.5,16080,10.83744,700,14.39655,8.02183,20.78137988
58,CA,94010,Bank_Of_Am,516,05012827,5,0.4674,-0.76,136,14,110,1,35,06081,2.4,131151,154.6,6.8,9.180960184,14.89178133,23.47169784,52.45556065,11.56433,1911,20.08625,2.00938,1.48465,7.27568,21062,5.32898,788.5,4.32822,3.89601,6.782945736
59,OH,44203,Discover,1598,03013486,3,0.0880,-2.43,116,2,80,1,1560,39103,4,86880,139.5,6.1,4.933614612,30.33337777,29.7138331,35.01917452,15.98976,1077,37.2355,1.66945,2.00519,16.51877,21461.5,4.44215,320,8.83959,2.80571,97.62202753
60,FL,34420,Associates,5021,01019283,1,0.1371,-1.99,137,34,3,1,378,12083,3.4,54555,86.5,13.6,11.61702559,35.80282262,31.1336141,21.44653769,29.38738,1954,29.87103,4.23639,4.47779,11.52311,19811,9.32712,723.5,14.01812,12.25079,7.528380801
61,KY,41230,Associates,1205,01015551,1,0.7669,-0.27,94,62,56,5,100,21127,5.3,42750,77,24.8,23.57974594,42.58115737,21.68313338,12.1559633,47.26563,1451,27.53906,4.61538,7.62332,11.52344,14417,8.47458,557,28.71094,6.72227,8.298755187
62,TX,76006,Associates,1401,10011653,10,0.2034,-1.59,129,8,65,7,680,48439,3.6,71399,106.6,11.6,13.34850079,23.677049,29.58092227,33.39352794,39.05545,1913,31.39344,6.10458,4.10482,15.94719,19710,8.75201,880,23.2335,18.05785,48.53675946
63,AZ,85711,Chase_Rev,4849,09012081,9,0.4938,-0.71,124,76,43,5,600,04019,3.8,60604,87.9,14.7,10.64911739,21.39905161,33.57729576,34.37453524,25.07988,1877,29.41502,3.63652,3.49253,14.11147,17466,9.05726,597.5,9.53054,8.82514,12.3736853
64,VA,23832,Chase_Rev,3331,04013209,4,0.3121,-1.16,141,94,241,3,61,51041,2.8,86101,106.4,7.4,7.428481959,22.6933552,28.52357427,41.35458857,20.23851,1727,33.07799,4.21217,3.08574,19.28099,24304,4.69526,679,8.93976,7.02281,1.831281897
65,TX,75042,Discover,3983,10011622,10,0.2197,-1.52,114,98,91,25,30,48113,3.7,63549,94.9,14.4,19.27701005,22.59537298,25.17173246,32.9558845,40.74712,1773,26.5275,7.21764,4.45836,14.69989,19302,11.01283,789,19.31871,22.04706,0.753201105
66,CA,95035,Wells,1771,03013431,3,0.5256,-0.64,99,18,13,4,1000,06085,2.6,141161,166.4,6.9,10.81273363,13.69970623,21.09559113,54.391969,10.99841,1745,20.25755,2.2752,1.57985,7.38474,18404,5.53283,585.5,3.57075,3.66807,56.46527386
67,CA,95822,Wells,1955,01019486,1,0.2652,-1.33,109,55,70,6,740,06067,3.9,79611,93.8,13,11.93478218,22.01223115,34.05600934,31.99697733,22.09095,2018,27.60174,3.33184,3.08424,13.21636,18245,8.82954,753,8.55482,4.89563,37.8516624
68,AZ,85716,Wells_FIB,3523,01016119,1,0.5140,-0.67,118,26,54,13,1222,04019,3.8,60604,87.9,14.7,10.64911739,21.39905161,33.57729576,34.37453524,25.07988,1877,29.41502,3.63652,3.49253,14.11147,17466,9.05726,597.5,9.53054,8.82514,34.68634686
69,GA,30030,Discover,5690,02013846,2,0.4632,-0.77,103,88,142,1,300,13089,3.1,70756,106.4,14.5,9.27675981,20.4051007,24.22427526,46.09386423,35.38826,1970.5,24.94284,7.10978,6.15988,21.92819,28292,11.0446,782,15.79727,12.00145,5.272407733
70,NY,11215,Chase_Rev,5614,01016092,1,0.4017,-0.91,87,64,87,1,759,36047,5.9,66943,90.2,19.2,16.30432698,25.24559171,18.91882099,39.53126032,19.79745,1779,13.06414,4.43968,4.09662,14.3664,22605,8.07049,380,3.40042,6.14937,13.519772
71,MI,48060,Discover,1992,01015405,1,0.9680,-0.03,106,91,118,3,726,26147,3.9,61466,96.9,11.1,8.157279564,33.49764046,38.94779236,19.39728762,23.51466,1252,34.12423,2.51208,2.90821,15.02701,16736,6.67522,383,11.22685,5.18201,36.44578313
72,TX,76522,Discover,1771,08012152,8,0.1758,-1.74,121,99,91,2,423,48281,3.7,64401,96.2,12.2,8.605535878,31.01797193,42.18155582,18.19493638,30.52392,2230,35.53531,3.66492,2.61682,11.16173,13995.5,9.18367,1006,16.85649,14.98079,23.88481084
73,PA,19120,Associates,4296,01015211,1,0.7618,-0.27,143,92,107,1,70,42101,5.4,52882,76.7,22.3,13.44967286,31.36673985,22.66209784,32.52148945,35.02126,1631,23.31593,6.16572,6.70219,23.36,22803,11.19706,408,7.32685,7.22665,1.629422719
74,TN,38008,Discover,3129,01014983,1,0.5238,-0.65,128,88,106,1,1008,47069,4.2,44314,74.2,20.9,17.857336,43.4968363,27.29435942,11.35146828,38.58156,1378.5,28.08511,10.27397,5.14469,15.46099,21405,13.76147,546,18.01419,10.36884,32.2147651
75,CA,95116,Discover,1860,06012726,6,0.9597,-0.04,99,53,45,9,100,06085,2.6,141161,166.4,6.9,10.81273363,13.69970623,21.09559113,54.391969,10.99841,1745,20.25755,2.2752,1.57985,7.38474,18404,5.53283,585.5,3.57075,3.66807,5.376344086
76,NC,28120,Associates,3921,01018023,1,0.0555,-2.89,131,33,97,2,1075,37071,3.7,56017,90.4,14.9,13.3027289,30.06248406,33.3786024,23.25618465,41.65744,1767,31.12894,5.38709,5.46167,14.12562,21697,8.22723,1079.5,28.99834,9.95753,27.41647539
77,FL,33126,Discover,3225,03013486,3,0.1709,-1.77,126,60,123,9,1056,12086,2.6,58905,93.4,15.2,17.51028211,26.42735497,24.31392186,31.74844106,27.22036,2392,29.11401,3.74676,4.33116,12.18676,19970.5,8.23955,783,9.36833,13.94156,32.74418605
78,MI,48312,Bank_Of_Am,1062,06012569,6,0.4670,-0.76,111,67,218,2,1404,26099,3.7,67646,106.6,11.6,9.608559206,29.3547688,34.8875922,26.14907979,24.16509,1318,38.01191,4,3.24857,15.99244,19993,7.39915,379,11.1915,5.06609,132.2033898
79,CA,92113,Wells,3180,01019363,1,0.6189,-0.48,116,17,30,2,1850,06073,3.4,90756,107,10.7,11.6848286,18.19642779,29.85549373,40.26324989,20.19116,1924,28.30083,2.24266,2.34859,12.17414,19222,6.50241,855,9.18014,6.69465,58.17610063
80,SC,29803,Discover,2034,08000000,8,0.3382,-1.08,122,99,195,1,282,45003,3.2,56711,95.4,15.5,10.707657,31.61677859,28.87405933,28.80150508,37.26138,1988,30.67181,6.47448,4.61028,14.77606,21609,9.81366,945.5,24.15565,9.73614,13.86430678
81,NY,10039,Discover,3719,06012722,6,0.9246,-0.08,116,89,96,1,250,36061,4.6,84371,113.7,17.4,11.61625074,12.23599963,13.59652685,62.55122279,15.05477,1425.5,7.1079,4.35128,2.7533,12.7494,26324,6.13048,352,2.92024,4.71362,6.722237161
82,TX,75607,Chase,7033,08000000,8,0.9574,-0.04,134,64,97,4,1100,48183,4.2,57608,86,16.1,14.13492886,28.14494673,36.53022222,21.18990219,44.41828,1856,32.14791,4.90082,6.33769,13.91898,17040,10.8291,685.5,27.46114,18.14689,15.64055168
83,NC,28715,Chase,2746,02014591,2,0.6675,-0.4,123,22,21,1,3076,37021,3,63838,103,11.7,8.134063385,23.00016715,26.58525343,42.28051603,25.34358,1291.5,28.81435,2.5354,3.2355,13.04449,22400,6.42857,667,16.1542,8.88849,112.01748
84,TX,77489,Wells,1753,09011966,9,0.1744,-1.75,123,47,114,13,40,48201,4.2,63539,94.9,16.4,18.13170496,22.75718363,26.58484296,32.52626845,37.36998,2041,27.98331,7.34685,4.57956,14.67667,18894,9.26155,867,13.47865,21.81881,2.281802624
85,MD,20770,Chase_Rev,5044,01016615,1,0.7217,-0.33,111,48,11,1,3283,24033,3.5,89689,99.5,11.5,12.77031258,25.42442424,26.88405475,34.92120843,33.1945,1843.5,30.37816,6.11452,5.30234,20.68624,26762,9.1403,602.5,12.59421,10.61074,65.08723236
86,KY,41230,Associates,3199,02014640,2,0.8054,-0.22,108,74,84,2,900,21127,5.3,42750,77,24.8,23.57974594,42.58115737,21.68313338,12.1559633,47.26563,1451,27.53906,4.61538,7.62332,11.52344,14417,8.47458,557,28.71094,6.72227,28.13379181
87,ME,04268,Chase,8588,07012353,7,0.4555,-0.79,87,55,4,1,962,23017,3.3,51872,80,15.1,8.170543706,40.47536872,30.24090564,21.11318193,27.62277,1604,38.44866,2.03562,3.37591,14.0067,18189,9.56175,929,15.40179,8.43434,11.20167676
88,MI,48895,Discover,4060,01016770,1,0.0467,-3.06,111,42,2,1,1000,26065,4.4,57733,91,15.8,6.302091367,21.463214,31.64698691,40.58770772,27.19573,1268.5,31.36095,3.57485,3.29009,20.08354,24423,8.14558,470,15.2918,5.80576,24.63054187
89,CA,94928,Wells,985,05012771,5,0.5311,-0.63,110,92,215,5,347,06097,3.1,92999,109.6,9.1,10.83449059,18.31362482,33.72273422,37.12915036,15.64706,1339,26.00619,1.99837,1.83511,7.98762,19465,5.42636,541,7.19505,6.17546,35.2284264
90,CA,95336,Wells,2531,06012610,6,0.2429,-1.42,136,21,62,1,500,06077,5.2,79598,93.8,12.3,19.70052806,28.76126398,32.06966521,19.46854275,24.80772,1840,30.6392,3.24091,3.67579,11.9237,15944.5,10.02187,676,8.49954,6.1897,19.75503753
91,IL,60632,Discover,1709,03013515,3,0.0597,-2.82,134,75,43,7,230,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505,13.45816267
92,CA,95501,Bank_Of_Am,964,01926517,1,0.9136,-0.09,117,77,15,2,314,06023,4,53924,63.6,19.4,9.008154346,23.08159676,36.71800885,31.19224005,23.08244,1114.5,24.56392,2.76339,2.92802,12.16248,17959,9.62672,560,10.32258,6.18985,32.57261411
93,OH,43201,Discover,2125,04013045,4,0.3425,-1.07,109,2,108,1,765,39049,3.4,66056,106.1,14.3,8.539437609,24.00127014,26.26078228,41.19850997,30.64173,1338,30.67632,4.45562,3.86341,20.83539,23292,7.56372,615,14.83796,8.22294,36
94,FL,32221,Discover,3821,06012729,6,0.5461,-0.6,116,63,30,2,450,12031,3,60121,95.3,14.9,9.500403307,28.05623762,30.93662147,31.5067376,38.09243,2310,33.06779,5.34953,5.50589,16.84387,19652,9.735,1035.5,21.9336,12.14145,11.77702172
95,MI,48074,Associates,6282,01015909,1,0.9410,-0.06,147,6,82,4,1813,26147,3.9,61466,96.9,11.1,8.157279564,33.49764046,38.94779236,19.39728762,23.51466,1252,34.12423,2.51208,2.90821,15.02701,16736,6.67522,383,11.22685,5.18201,28.86023559
96,OH,44232,Chase,1136,02014124,2,0.3613,-1.02,139,61,146,2,225,39153,4.1,63191,101.5,12.5,7.376722633,29.49771713,29.18293853,33.9426217,27.18474,1176,32.8665,4.23716,3.90346,18.90692,22710,7.97952,388,13.20239,5.48848,19.80633803
97,MS,39501,Discover,2720,07012461,7,0.8300,-0.19,117,92,23,11,1107,28047,3.8,54090,110.7,18,10.9710838,28.36204215,36.19842722,24.46844683,35.61236,1811,33.10334,6.4695,5.51724,17.077,16420,11.11111,1018,18.19037,13.53813,40.69852941
98,CT,06513,Chase,3400,04013279,4,0.7336,-0.31,119,4,42,3,1122,09009,4.3,75094,89.8,12,9.67656556,29.59974326,24.07661056,36.64708062,24.34018,1500,30.07907,3.15582,3.96077,19.58128,21750,6.88152,409,7.86592,4.91188,33
