ID,YEAR,AGE,SEX,DEGREE,REGION,PersIncomeAdj,MARITAL,EDUC,CLASS_,BORN,PRESTG10,SEI10,FINRELA,SATFIN,UNEMP,JOBLOSE,JobFind
9259,1978,39,2,1,7,26737.13305,3,12,2,1,47,38.8,2,2,2,4,2
9260,1978,57,2,0,2,56106.32829,2,4,2,1,27,23.3,3,2,2,3,3
9261,1978,31,2,1,7,26737.13305,1,12,2,1,40,41.8,3,2,2,4,3
9262,1978,58,2,1,7,54795.52121,1,10,2,1,64,84.2,3,1,2,4,1
9264,1978,85,1,0,7,90030.61613,1,8,3,1,31,55.3,4,1,2,4,1
9265,1978,27,1,4,7,17049.55402,1,18,3,1,64,82.5,3,2,1,4,2
9266,1978,24,2,3,7,43908.57407,5,16,3,1,53,68.6,4,1,1,4,2
9271,1978,32,1,0,2,32373.83566,1,11,2,1,45,31.2,4,1,2,4,2
9273,1978,24,1,1,7,2115.958377,1,12,2,1,62,50.4,2,3,1,4,2
9275,1978,25,2,4,7,26737.13305,5,17,2,1,47,65.3,2,2,1,3,2
9276,1978,20,2,0,7,31617.48866,1,11,2,1,22,14.8,3,2,1,4,2
9277,1978,48,1,0,8,59971.88179,1,7,2,1,35,32,2,3,2,4,1
9278,1978,61,2,1,8,48056.479,1,12,2,1,25,23.8,3,2,2,4,3
9286,1978,37,1,1,8,59971.88179,1,12,2,1,26,31.3,3,2,1,4,1
9287,1978,26,1,3,8,59971.88179,1,17,3,1,38,59.1,4,2,1,3,3
9289,1978,50,1,3,8,59971.88179,1,16,2,1,32,26.2,4,1,2,4,1
9290,1978,21,2,0,8,10581.38995,5,11,2,1,24,21,3,2,1,3,1
9295,1978,23,2,3,8,2315.846312,5,16,3,1,48,24.2,4,1,2,4,1
9298,1978,53,2,1,9,48056.479,5,12,2,1,43,66.2,2,2,2,4,2
9300,1978,27,1,1,9,2315.846312,1,12,3,1,35,26.8,4,1,1,4,2
9301,1978,22,1,0,9,18660.17178,1,10,2,1,32,13.2,2,3,2,2,2
9303,1978,32,1,1,2,106082.3451,1,12,2,1,50,46.5,3,2,2,3,2
9304,1978,35,2,1,9,72132.74296,1,12,2,1,48,57.5,4,1,2,4,2
9305,1978,40,1,4,9,126731.221,1,17,3,1,59,75.5,4,1,2,4,2
9307,1978,18,2,0,9,2315.846312,5,11,2,1,25,23.8,2,2,1,4,2
9309,1978,32,1,1,9,191895.0808,1,16,2,1,44,28.7,4,2,2,4,1
9311,1978,43,2,4,9,87959.47144,3,18,3,1,74,84.5,3,2,2,4,3
9313,1978,30,2,1,9,2315.846312,3,12,2,1,32,35.8,3,1,2,4,2
9316,1978,21,1,1,9,24028.2395,5,12,3,1,36,31.1,3,3,1,4,1
9317,1978,27,2,1,9,40057.73793,5,14,2,1,48,28.6,2,3,2,4,1
9319,1978,68,2,0,9,10581.38995,3,8,3,1,32,13.2,2,2,2,4,3
9321,1978,31,1,2,9,48056.479,1,14,2,2,35,32,3,1,1,4,1
9322,1978,34,2,3,9,72132.74296,3,16,3,1,50,57.4,3,3,2,4,2
9326,1978,28,1,1,2,2166.575894,1,10,3,1,25,23.3,2,3,1,4,2
9328,1978,70,1,4,9,564986.4593,1,18,4,1,60,76.3,5,1,2,4,1
9329,1978,36,1,4,9,564986.4593,4,20,4,2,80,92.8,5,2,2,4,1
9331,1978,43,1,1,9,59971.88179,5,12,2,1,36,37.8,3,1,1,4,3
9332,1978,30,1,3,9,29262.90593,1,16,2,2,24,20.7,4,3,1,4,1
9333,1978,73,1,1,9,113391.0925,4,12,3,2,35,24,3,1,2,4,3
9334,1978,44,2,1,9,10581.38995,1,13,2,2,35,21.8,4,2,1,4,1
9336,1978,25,2,2,9,59971.88179,1,14,3,1,33,63.7,3,2,2,4,1
9338,1978,39,1,1,9,48056.479,1,12,2,1,31,39.7,3,2,1,3,2
9342,1978,38,1,2,9,59971.88179,5,15,3,1,32,35.8,4,2,1,4,2
9343,1978,27,1,3,9,113391.0925,1,16,3,1,73,85.8,4,2,2,4,1
9344,1978,35,1,4,9,191895.0808,1,18,3,1,47,65.3,5,1,2,4,1
9345,1978,33,2,4,9,113391.0925,3,18,3,1,52,67.8,4,3,1,4,2
9346,1978,43,1,1,9,191895.0808,1,14,4,1,38,43,4,2,2,3,2
9347,1978,39,2,1,9,24028.2395,4,12,3,1,36,24.6,4,1,1,4,1
9349,1978,35,2,1,9,2315.846312,1,15,3,1,61,80.9,4,1,2,4,2
9350,1978,42,1,1,9,191895.0808,1,14,3,1,47,57.8,4,1,2,4,2
9352,1978,36,1,3,9,98535.52533,5,18,3,2,73,84,2,3,1,3,1
9353,1978,35,1,1,9,113391.0925,4,12,2,1,40,38.3,3,2,2,3,2
9354,1978,35,2,1,9,98535.52533,1,13,3,1,46,74.6,5,3,1,4,2
9357,1978,29,1,3,9,72132.74296,5,19,3,1,61,60.5,3,2,1,4,1
9359,1978,28,1,1,2,92184.30983,1,12,3,1,38,48.3,3,2,1,4,1
9360,1978,53,1,0,9,191895.0808,3,10,3,1,38,27,4,1,1,4,3
9362,1978,50,1,0,9,98535.52533,1,11,2,1,31,35.4,3,1,2,4,3
9364,1978,26,1,1,9,18660.17178,1,12,2,1,28,25.2,2,2,1,4,1
9365,1978,24,2,1,9,34604.29339,1,12,2,1,32,35.8,3,2,1,4,3
9366,1978,60,2,1,9,18660.17178,3,12,2,1,31,19.6,3,2,2,3,3
9367,1978,24,1,1,9,18660.17178,1,14,3,1,31,23,2,3,1,4,1
9369,1978,57,2,1,9,59971.88179,3,12,3,1,46,52,3,2,2,4,1
9370,1978,26,1,2,2,44958.94586,1,15,2,1,35,32,3,2,1,4,2
9371,1978,38,2,0,9,24028.2395,1,11,2,1,31,19.6,3,1,2,3,2
9372,1978,59,1,0,9,87959.47144,1,8,3,1,44,28.7,3,1,2,4,1
9374,1978,41,1,1,9,87959.47144,1,12,2,1,60,53.1,3,3,1,4,3
9375,1978,41,2,1,9,59971.88179,3,12,2,1,49,56.9,2,3,2,4,1
9377,1978,29,2,1,9,10581.38995,3,13,1,1,31,39.7,1,3,1,3,2
9378,1978,23,1,1,9,34604.29339,5,12,2,1,47,50,2,3,1,1,2
9380,1978,44,1,4,9,126731.221,1,19,2,1,51,63.7,4,1,2,4,3
9382,1978,23,2,1,9,48056.479,5,13,3,1,40,33.4,2,3,2,4,1
9390,1978,57,2,2,9,87959.47144,3,14,3,1,46,52,3,2,2,4,3
9391,1978,41,2,1,9,59971.88179,3,13,2,1,31,31.9,2,3,1,4,3
9392,1978,42,1,1,2,92184.30983,1,12,2,1,50,46.5,4,2,2,3,3
9395,1978,68,2,1,9,10581.38995,1,14,2,1,38,43,3,2,2,4,3
9397,1978,29,2,1,9,24028.2395,3,12,3,1,49,56.9,2,2,1,4,2
9401,1978,50,1,3,9,191895.0808,1,16,3,1,45,62,4,1,2,4,3
9402,1978,45,1,1,9,98535.52533,1,12,2,1,31,37.6,3,3,2,4,2
9405,1978,62,1,1,2,9899.354836,1,12,3,1,26,28.5,3,2,1,4,1
9407,1978,37,1,1,2,82289.94711,1,13,2,1,38,48.3,2,3,2,4,1
9408,1978,49,1,1,2,92184.30983,1,12,2,1,35,31.6,4,2,2,4,3
9409,1978,54,2,0,2,44958.94586,5,8,2,1,33,13.6,3,1,2,4,3
9411,1978,45,1,1,2,118562.621,1,14,3,1,45,39.2,5,2,2,4,2
9415,1978,21,1,1,2,118562.621,5,12,2,1,36,31.1,3,1,2,4,3
9416,1978,57,2,2,2,56106.32829,4,14,2,1,47,38.8,2,2,2,4,3
9418,1978,34,2,4,2,2166.575894,1,17,3,1,61,80.9,1,1,2,4,1
9420,1978,33,1,3,2,179526.2726,1,15,3,2,50,68.6,4,1,1,4,2
9421,1978,48,1,4,2,179526.2726,3,20,3,1,47,57.8,4,2,2,4,1
9422,1978,38,1,3,2,179526.2726,1,16,3,1,47,57.8,4,1,2,4,1
9424,1978,21,2,1,3,9259.319816,5,12,2,1,27,27.7,3,3,1,1,3
9425,1978,46,1,4,1,179526.2726,1,18,3,1,62,89.1,1,3,2,3,2
9426,1978,51,1,1,2,118562.621,1,11,3,2,50,46.5,3,2,2,4,3
9429,1978,60,2,1,3,16328.71477,3,15,2,1,61,80.9,2,2,1,4,3
9430,1978,25,1,1,3,86224.20561,1,12,2,1,32,33.7,4,1,1,3,3
9432,1978,26,2,1,3,35052.80578,5,12,2,1,37,32.6,3,3,1,3,2
9433,1978,31,1,1,3,52478.81765,1,12,3,1,46,60.1,2,2,2,4,2
9436,1978,55,2,0,3,25606.71199,1,11,2,1,32,26.2,3,2,1,4,3
9438,1978,47,2,1,3,52478.81765,1,12,3,1,51,28.7,3,2,2,4,1
9443,1978,53,1,0,3,99223.67427,1,10,3,1,50,46.5,3,2,2,4,3
9444,1978,60,2,1,3,9259.319816,2,16,3,1,61,80.9,1,3,1,2,3
9449,1978,36,2,1,3,9259.319816,3,12,2,1,25,12.6,2,2,1,4,1
9452,1978,38,1,1,3,86224.20561,3,12,3,1,48,57.5,4,1,2,4,1
9456,1978,46,1,1,3,99223.67427,1,12,3,1,49,46,3,2,2,4,1
9458,1978,50,1,0,3,35052.80578,1,8,2,1,35,32,2,2,2,3,3
9463,1978,51,2,1,3,16328.71477,1,14,2,1,47,38.8,3,3,2,4,1
9464,1978,40,1,1,3,42052.16049,1,12,3,1,38,43,3,2,2,3,3
9466,1978,59,1,1,3,63120.26489,1,12,2,1,43,55.1,3,2,2,3,2
9467,1978,22,1,1,3,16328.71477,5,13,2,1,34,49.6,4,3,2,4,1
9468,1978,54,1,0,3,30280.73071,1,11,2,1,24,20.7,2,3,1,1,3
9469,1978,47,2,1,3,25606.71199,1,12,2,1,35,25,3,2,2,1,2
9470,1978,31,2,1,2,56106.32829,5,12,2,1,55,37.2,3,2,2,4,3
9471,1978,21,1,1,3,25606.71199,5,12,2,1,25,23.3,3,1,1,3,3
9473,1978,61,2,1,3,25606.71199,1,12,2,1,45,38.3,3,2,2,1,3
9480,1978,20,1,1,2,27376.73319,5,12,2,1,47,62.7,3,3,1,4,3
9481,1978,35,1,4,3,76969.55514,1,17,3,1,64,82.5,2,2,2,4,2
9483,1978,44,1,1,5,21954.28704,1,12,2,1,38,43,3,1,2,4,1
9484,1978,62,1,0,5,54795.52121,1,12,2,1,43,55.1,3,1,2,4,3
9485,1978,24,2,1,5,9668.077103,1,12,2,1,32,13.2,3,2,1,4,3
9486,1978,66,1,3,5,43908.57407,1,16,3,1,43,52.4,4,1,2,4,2
9490,1978,37,1,0,5,36600.22935,1,7,2,1,28,23.2,3,2,2,4,2
9492,1978,47,2,0,5,36600.22935,1,10,2,1,32,13.2,2,1,2,4,3
9493,1978,19,1,0,5,2115.958377,5,11,2,1,36,14.4,2,2,2,4,2
9495,1978,57,2,0,5,26737.13305,2,9,2,1,27,27.7,3,1,2,4,3
9498,1978,23,2,1,7,9668.077103,1,12,2,1,24,14.6,3,1,2,4,3
9500,1978,20,2,1,7,9668.077103,1,13,3,1,47,38.8,4,1,2,1,3
9502,1978,52,2,1,2,32373.83566,3,12,2,1,39,20.8,2,3,1,4,2
9503,1978,33,1,1,7,65906.74043,1,14,2,1,72,77.4,4,2,1,4,1
9504,1978,43,1,1,7,115792.6531,1,13,1,1,38,42.8,3,2,2,4,2
9505,1978,26,1,1,7,54795.52121,1,12,2,1,38,28.4,2,3,2,4,3
9506,1978,53,1,0,7,80367.4145,1,6,2,1,35,32,3,2,2,3,3
9507,1978,35,1,1,7,80367.4145,1,12,2,1,25,23.3,3,2,2,2,3
9509,1978,45,2,1,7,31617.48866,1,14,3,1,47,38.8,4,2,2,4,1
9510,1978,40,1,3,7,175332.0165,1,16,3,1,71,87.6,5,1,2,4,1
9511,1978,45,1,4,7,175332.0165,1,20,3,1,72,92.1,5,1,2,4,1
9513,1978,24,1,1,2,37475.77244,5,15,2,1,37,18.6,2,2,1,4,2
9514,1978,24,1,1,7,65906.74043,1,13,2,1,60,65.2,3,2,1,4,2
9517,1978,54,1,3,7,175332.0165,1,16,3,1,71,87.6,5,1,2,4,2
9518,1978,47,2,3,7,21954.28704,1,18,4,1,74,84.5,4,2,2,4,2
9519,1978,29,1,1,6,80367.4145,1,12,2,1,30,29.6,2,3,2,4,3
9520,1978,50,2,3,6,80367.4145,1,16,3,1,66,92,3,2,2,4,2
9523,1978,43,2,1,6,21954.28704,1,12,3,1,47,38.8,3,1,2,3,3
9524,1978,25,2,1,2,56106.32829,5,12,3,1,31,37.6,3,2,2,4,3
9525,1978,59,1,1,6,21954.28704,1,12,2,1,36,21.5,3,1,2,4,3
9532,1978,44,2,1,6,31617.48866,5,12,2,1,35,26.8,2,3,1,2,3
9534,1978,31,1,1,6,21954.28704,1,12,2,1,37,31.4,3,2,2,4,3
9535,1978,52,2,4,1,22479.47293,1,18,4,1,61,71.7,5,2,2,2,3
9536,1978,40,1,1,2,92184.30983,1,12,3,1,45,38.8,3,1,2,4,3
9537,1978,31,2,1,6,21954.28704,1,12,2,1,31,39.7,3,1,2,4,2
9538,1978,27,1,1,6,90030.61613,1,12,3,1,35,34.1,4,1,1,1,2
9540,1978,25,1,1,6,43908.57407,1,12,2,1,31,12.4,3,1,2,4,3
9545,1978,21,1,1,6,21954.28704,5,12,2,2,48,24.2,3,3,2,4,2
9548,1978,32,1,1,8,10581.38995,5,15,2,1,48,51.5,2,3,1,3,1
9549,1978,23,2,1,8,48056.479,5,12,2,1,48,24.2,3,2,2,4,2
9550,1978,29,1,1,8,40057.73793,1,12,3,1,42,31,2,3,2,4,3
9552,1978,28,1,3,8,40057.73793,1,16,2,1,46,39.9,3,2,1,4,1
9554,1978,21,1,1,8,29262.90593,5,12,2,1,37,18.6,3,3,1,4,1
9555,1978,71,1,1,8,59971.88179,1,15,3,1,51,78.3,1,1,2,4,1
9558,1978,32,1,1,2,56106.32829,1,12,3,1,45,39.2,3,2,1,3,3
9559,1978,62,1,1,8,48056.479,1,12,2,1,24,20.7,3,1,2,4,3
9560,1978,55,2,1,8,29262.90593,1,12,2,1,50,57.4,3,2,2,4,1
9561,1978,25,2,1,8,2315.846312,1,12,2,1,27,23.3,3,1,1,3,2
9562,1978,22,1,1,8,40057.73793,5,12,2,1,48,51.5,3,2,1,4,2
9564,1978,25,1,1,8,40057.73793,5,12,3,1,42,34.6,2,2,1,4,2
9568,1978,26,2,3,8,10581.38995,1,16,2,1,31,51.7,2,3,2,4,2
9569,1978,34,2,1,2,27376.73319,3,12,2,1,32,13.2,3,3,1,4,3
9571,1978,43,1,1,9,98535.52533,1,12,2,1,37,31.4,3,2,2,4,1
9573,1978,27,2,1,9,18660.17178,3,12,2,1,31,19.6,3,2,1,4,2
9575,1978,37,1,2,9,72132.74296,1,14,2,1,60,65.3,2,2,2,4,3
9577,1978,58,1,0,9,59971.88179,1,9,2,1,44,28.7,2,2,2,4,2
9578,1978,35,1,3,9,29262.90593,1,16,2,1,61,80.9,1,2,1,3,1
9581,1978,51,1,1,9,59971.88179,1,12,2,1,42,31,3,2,2,3,3
9582,1978,28,2,1,9,2315.846312,1,13,2,1,57,73.1,3,3,2,4,1
9584,1978,19,2,0,9,10581.38995,1,10,3,1,31,19.6,3,1,2,4,3
9586,1978,33,2,1,9,72132.74296,1,12,3,1,36,24.6,3,2,2,4,1
9588,1978,29,2,3,9,59971.88179,5,17,2,1,61,80.9,3,3,2,3,3
9591,1978,50,1,0,2,92184.30983,1,7,2,1,35,23.7,4,1,1,4,3
9594,1978,24,2,2,3,21026.08025,1,14,1,1,28,21.6,3,2,1,3,3
9595,1978,30,1,3,3,76969.55514,1,16,3,1,54,62.9,4,2,2,4,3
9597,1978,48,1,0,3,63120.26489,1,8,2,1,38,28.4,3,1,1,2,2
9599,1978,43,1,1,3,76969.55514,1,12,2,1,30,37.3,3,1,2,4,3
9601,1978,28,2,3,3,52478.81765,5,16,2,1,47,54.1,3,2,1,4,3
9602,1978,33,2,3,2,67483.34779,3,16,3,1,64,82.5,2,2,1,4,3
9603,1978,42,2,1,3,42052.16049,1,11,2,1,39,38.1,2,3,1,4,1
9604,1978,32,1,1,3,86224.20561,1,12,2,1,35,25,3,1,1,4,3
9605,1978,33,1,3,3,52478.81765,1,18,4,1,44,43.8,3,2,1,3,2
9607,1978,32,1,1,3,63120.26489,1,12,3,1,60,76.3,3,2,2,4,1
9609,1978,63,2,1,3,42052.16049,4,11,2,1,48,24.2,2,2,2,3,3
9610,1978,23,1,1,3,35052.80578,1,12,2,1,47,34.7,3,2,2,4,2
9612,1978,36,2,0,3,35052.80578,1,12,2,1,47,38.8,3,2,2,4,3
9614,1978,21,2,1,4,25606.71199,1,12,2,1,47,38.8,3,1,2,3,3
9615,1978,43,1,0,4,99223.67427,1,8,2,1,53,59.1,4,1,2,4,2
9617,1978,55,2,2,4,9259.319816,1,14,2,1,61,80.9,3,1,2,4,2
9623,1978,52,1,1,4,42052.16049,1,12,2,1,46,39.9,2,2,2,4,3
9625,1978,48,1,0,4,30280.73071,1,8,2,1,46,39.9,3,1,2,4,2
9627,1978,52,1,0,4,42052.16049,1,8,2,1,46,39.9,2,3,2,4,3
9630,1978,40,1,0,5,90030.61613,1,6,2,1,26,31.3,3,2,2,4,1
9632,1978,37,1,0,5,80367.4145,1,9,2,1,39,30.1,3,2,1,3,1
9633,1978,34,1,0,5,80367.4145,5,10,2,1,26,31.3,3,1,2,4,1
9634,1978,32,1,1,5,90030.61613,3,13,2,1,36,36.7,3,2,1,2,1
9636,1978,28,2,0,5,2115.958377,3,9,3,1,31,19.6,2,2,2,2,3
9637,1978,26,2,1,5,21954.28704,1,12,3,1,47,38.8,3,2,1,4,3
9638,1978,62,1,1,5,175332.0165,1,14,3,1,39,43.5,4,1,2,4,3
9640,1978,35,1,1,5,175332.0165,1,13,3,1,49,46,4,1,2,4,1
9641,1978,51,2,1,5,80367.4145,1,17,2,1,61,71.7,3,1,1,4,1
9642,1978,50,1,0,5,9668.077103,1,8,2,1,30,29.6,3,1,2,4,2
9643,1978,34,1,3,5,54795.52121,1,18,2,1,64,82.5,3,2,1,4,2
9644,1978,49,2,0,5,17049.55402,1,7,2,1,31,39.7,3,3,2,4,3
9645,1978,70,2,4,5,9668.077103,2,14,3,1,45,38.3,3,1,2,4,3
9650,1978,22,2,0,5,26737.13305,1,10,2,1,32,13.2,3,1,1,3,1
9652,1978,22,1,0,5,43908.57407,1,10,3,1,29,20,3,2,2,4,1
9657,1978,22,2,1,5,21954.28704,1,12,2,1,39,38.1,3,2,1,3,1
9664,1978,25,1,0,5,17049.55402,1,10,2,1,45,31.2,3,3,1,4,1
9665,1978,58,1,1,5,80367.4145,1,15,2,1,45,58.4,3,2,2,4,3
9668,1978,33,1,1,5,54795.52121,1,14,2,1,31,39.7,3,1,2,4,3
9669,1978,60,1,1,2,67483.34779,1,12,3,1,57,53.8,4,1,2,4,2
9672,1978,52,2,0,5,26737.13305,1,10,2,1,32,13.2,3,2,2,3,3
9682,1978,33,1,1,5,103603.9528,1,10,2,1,35,19.2,4,2,2,4,3
9683,1978,38,2,1,5,36600.22935,1,12,3,1,32,13.2,3,2,2,4,3
9685,1978,55,1,1,2,179526.2726,1,12,3,1,38,43,4,2,2,4,3
9686,1978,52,2,1,2,67483.34779,1,12,3,1,46,52,3,1,2,4,3
9687,1978,35,1,4,3,167919.1423,3,19,3,1,70,83.8,4,1,1,4,3
9688,1978,26,2,1,3,9259.319816,5,12,1,1,31,39.7,3,3,1,4,1
9690,1978,24,1,1,1,67483.34779,1,12,2,2,36,27.5,3,1,1,4,2
9691,1978,29,1,3,3,76969.55514,5,18,2,1,74,84.5,3,2,1,1,1
9692,1978,33,2,1,3,42052.16049,1,12,2,1,25,12.6,3,2,2,4,3
9694,1978,49,1,1,3,167919.1423,1,15,3,1,50,46.5,4,1,2,4,3
9696,1978,19,2,1,3,9259.319816,5,12,3,1,25,23.3,3,1,2,4,3
9698,1978,51,1,0,3,76969.55514,2,8,2,2,29,25.5,3,2,2,3,1
9701,1978,43,1,2,1,56106.32829,5,14,2,1,34,34.7,3,3,2,4,3
9702,1978,41,1,3,3,99223.67427,1,18,3,1,58,72.7,4,2,1,4,2
9703,1978,57,2,1,3,2026.49763,1,20,3,1,48,51.5,4,1,2,4,3
9705,1978,41,1,1,3,86224.20561,3,12,2,1,38,48.3,4,1,2,4,1
9707,1978,54,2,1,3,52478.81765,1,15,3,1,45,50,3,1,2,4,2
9709,1978,25,1,1,3,21026.08025,1,12,2,1,39,38.1,2,3,1,4,3
9712,1978,25,2,3,1,32373.83566,1,16,3,1,38,59.1,3,1,1,4,2
9713,1978,37,2,2,3,76969.55514,3,15,2,1,47,38.8,3,2,2,4,3
9714,1978,72,1,1,3,9259.319816,1,12,3,1,65,59.4,3,1,2,4,2
9716,1978,21,1,1,3,42052.16049,5,12,2,1,21,13.6,3,3,1,3,3
9719,1978,32,1,1,3,63120.26489,1,12,2,1,60,65.3,2,3,2,4,2
9721,1978,21,2,0,3,9259.319816,1,10,2,1,38,43,3,2,2,4,2
9722,1978,35,1,1,1,106082.3451,1,12,3,1,50,46.5,5,2,2,4,3
9723,1978,43,1,1,3,63120.26489,1,9,2,1,38,48.3,3,2,1,3,2
9726,1978,21,1,0,3,16328.71477,5,9,1,1,27,14,3,3,1,4,2
9728,1978,54,2,1,3,76969.55514,5,12,2,1,46,52,3,2,2,4,3
9729,1978,38,2,3,3,2026.49763,1,17,3,1,37,35.1,4,2,2,3,1
9730,1978,20,2,1,3,9259.319816,5,13,3,1,49,28.6,3,1,2,3,2
9731,1978,44,2,1,3,52478.81765,1,12,3,1,38,52.1,4,1,2,4,1
9734,1978,43,1,1,1,106082.3451,1,15,3,1,50,57.4,4,3,2,4,3
9735,1978,60,1,0,3,167919.1423,1,8,3,1,36,20.5,3,1,2,4,1
9737,1978,30,1,1,3,76969.55514,1,14,2,2,28,23.2,3,2,2,2,2
9738,1978,35,2,0,3,35052.80578,1,6,2,1,35,25,4,3,1,3,3
9740,1978,54,2,1,3,9259.319816,1,12,2,1,25,12.6,3,2,2,4,1
9741,1978,31,1,0,3,167919.1423,1,10,3,1,35,19.2,3,3,1,3,1
9745,1978,43,1,3,3,86224.20561,3,17,3,1,64,82.5,3,3,2,3,2
9746,1978,26,2,1,3,63120.26489,3,15,2,1,64,84.2,4,1,2,4,1
9747,1978,44,2,1,3,63120.26489,3,12,2,1,47,38.8,3,1,2,4,2
9748,1978,23,2,1,3,63120.26489,5,12,2,1,35,25,3,2,1,4,3
9749,1978,35,1,4,3,167919.1423,1,17,3,1,60,87.9,4,1,2,3,2
9750,1978,37,1,1,3,167919.1423,1,12,3,1,50,46.5,4,2,2,4,2
9751,1978,30,1,4,3,167919.1423,1,17,3,1,50,46.5,5,2,2,4,2
9752,1978,30,1,1,3,76969.55514,1,13,3,1,49,45.4,3,1,1,4,1
9753,1978,57,2,0,3,9259.319816,2,10,3,1,24,20.7,2,2,1,4,3
9754,1978,54,2,3,3,52478.81765,1,16,3,2,54,62.9,5,1,1,4,3
9755,1978,58,1,1,1,106082.3451,1,14,3,2,73,84,4,1,2,4,3
9759,1978,43,2,0,3,9259.319816,1,10,3,1,25,12.6,3,2,2,4,1
9760,1978,42,1,1,3,63120.26489,1,12,2,1,38,42.8,3,2,1,2,3
9761,1978,22,1,1,3,63120.26489,5,12,2,1,45,50,3,2,2,3,3
9762,1978,40,1,1,3,167919.1423,1,9,3,1,44,52.5,3,1,2,3,3
9764,1978,29,2,1,3,52478.81765,1,12,2,1,49,56.9,3,3,2,3,1
9765,1978,44,2,1,3,30280.73071,1,13,3,1,39,41,3,1,2,4,2
9769,1978,46,2,2,3,35052.80578,1,14,3,1,37,35.1,3,1,2,3,2
9770,1978,24,1,0,3,63120.26489,1,9,2,1,22,24.8,4,1,2,4,3
9773,1978,22,2,1,3,16328.71477,3,12,2,1,17,45.3,1,3,1,3,2
9775,1978,26,1,3,3,52478.81765,5,16,3,1,61,80.9,3,3,1,4,2
9776,1978,51,1,1,3,86224.20561,1,12,3,1,35,32,5,2,2,4,3
9777,1978,57,1,3,1,528569.6366,1,16,4,1,72,77.4,5,1,2,4,2
9779,1978,23,2,1,3,42052.16049,1,12,2,1,47,38.8,3,1,2,4,1
9780,1978,54,2,1,3,42052.16049,1,12,3,1,39,20.8,4,1,2,3,1
9781,1978,25,2,1,3,63120.26489,3,12,3,1,35,23.7,4,2,2,4,2
9782,1978,27,2,3,3,52478.81765,3,16,3,1,64,82.5,3,1,2,4,3
9784,1978,23,2,1,3,9259.319816,1,14,2,1,64,84.2,3,1,2,4,1
9786,1978,31,1,3,4,63120.26489,1,17,3,1,72,86.6,3,2,2,4,2
9787,1978,50,1,1,4,76969.55514,1,12,2,2,27,23.3,3,1,2,3,3
9788,1978,44,1,4,1,528569.6366,1,19,4,1,72,92.1,5,1,2,4,3
9789,1978,58,2,1,4,30280.73071,1,12,2,1,31,39.7,3,2,2,4,3
9790,1978,35,1,1,4,76969.55514,1,12,2,1,27,23.3,3,2,2,4,3
9792,1978,55,1,1,4,76969.55514,1,14,3,1,47,57.8,3,1,2,3,1
9794,1978,32,1,3,4,63120.26489,1,17,2,1,64,82.5,3,2,1,4,2
9795,1978,43,2,4,4,110897.0477,3,17,3,2,64,82.5,4,1,2,4,2
9796,1978,25,1,1,4,42052.16049,1,12,2,1,57,53.8,2,3,2,4,2
9800,1978,25,2,1,4,76969.55514,5,12,3,1,42,39.6,3,2,2,4,2
9803,1978,56,1,1,4,63120.26489,1,12,2,1,49,45.4,2,3,2,3,1
9805,1978,24,2,2,4,63120.26489,5,14,3,1,48,24.2,4,1,1,4,1
9806,1978,61,1,3,4,167919.1423,1,17,3,1,31,55.3,4,2,2,3,3
9813,1978,46,2,1,4,86224.20561,3,12,2,1,47,38.8,3,1,2,4,3
9816,1978,30,1,1,4,52478.81765,1,15,4,1,38,42.8,2,3,2,3,1
9818,1978,19,1,1,4,9259.319816,5,12,3,1,25,23.3,3,3,1,4,2
9821,1978,39,2,1,1,44958.94586,5,12,2,1,48,24.2,3,1,2,4,2
9822,1978,56,1,1,4,30280.73071,3,14,3,1,35,32.8,3,1,2,3,3
9823,1978,22,2,1,4,9259.319816,1,14,3,1,65,59.4,2,2,1,4,1
9826,1978,32,2,1,4,42052.16049,1,12,2,1,46,52,3,1,2,4,1
9827,1978,69,2,1,4,16328.71477,3,12,2,1,24,30.9,3,1,2,4,3
9828,1978,51,1,3,4,76969.55514,3,18,3,1,65,85.2,3,3,1,4,2
9829,1978,38,2,1,5,43908.57407,1,12,2,1,46,52,3,1,2,4,1
9830,1978,20,2,1,5,9668.077103,5,12,2,1,31,31.9,3,3,1,3,3
9833,1978,21,1,1,5,31617.48866,1,12,2,1,46,39.9,3,1,2,4,1
9834,1978,40,1,1,5,103603.9528,1,14,3,1,70,83.8,4,2,2,4,2
9835,1978,24,2,3,5,36600.22935,1,16,3,1,56,76.7,3,2,1,3,2
9836,1978,36,1,1,5,90030.61613,1,13,3,1,38,52.1,4,1,2,4,3
9837,1978,61,2,1,5,17049.55402,2,12,3,1,47,38.8,2,3,2,3,3
9838,1978,20,1,1,5,43908.57407,5,12,1,1,27,23.3,2,2,1,4,3
9841,1978,31,2,1,5,54795.52121,1,12,3,2,47,38.8,3,2,2,4,2
9842,1978,48,1,1,5,54795.52121,3,12,2,1,59,65.1,3,1,2,4,1
9843,1978,35,1,0,1,82289.94711,1,10,2,1,44,28.7,3,3,1,3,2
9845,1978,43,1,1,5,26737.13305,3,14,2,1,34,34.7,2,3,1,2,2
9846,1978,37,2,1,5,17049.55402,1,12,3,2,59,69.3,2,3,2,3,1
9848,1978,67,1,0,5,9668.077103,1,8,3,2,34,31.6,3,1,1,3,1
9852,1978,40,1,0,5,54795.52121,1,10,3,1,44,28.7,2,2,2,4,2
