acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs,county,PctUnempl,MedIncome,IncomePctStateAvg,PctPoverty,Pct_ltHS,Pct_HS,Pct_SomeCollege,Pct_BachPlus,Pct_AnyDebtCollections,MedianDebtCollections,Pct_AutoLoan,Pct_AutoLoanCollections,Pct_CCLoanCollections,Pct_EduLoan,MedianEduLoan,Pct_EduLoanCollections,MedianMedDebt,Pct_MedDebtCollections,Pct_NoHealthIns
4598,KY,40068,Associates,3316,01019430,1,0.9102,-0.09,124,49,32,6,21103,3.6,56593,101.9,14,15.71228398,41.77487156,28.67818776,13.8346567,31.08108,961,30.30888,3.43137,5.09091,12.35521,15051,10.9375,374,17.18147,10.09991
4599,OK,73122,Associates,3293,01014992,1,0.9512,-0.05,120,99,41,8,40109,2.9,57890,103.7,16.3,11.58215701,24.63452668,30.0796728,33.70364351,35.76403,1855,29.30841,4.95331,3.91074,15.92492,19271,12.01307,915,22.30049,13.54489
4600,TX,77642,Bank_Of_Am,2569,09011995,9,0.5412,-0.61,146,50,84,12,48245,6.2,55575,83,19.2,15.13455808,32.03057178,33.68585908,19.14901105,44.25778,1951,31.00144,8.9477,5.72663,13.44008,16288,11.71875,830.5,24.3339,21.5782
4601,IL,60406,Wells,1471,04013206,4,0.9869,-0.01,129,96,54,3,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505
4602,TN,38011,Associates,4491,02014131,2,0.3292,-1.11,105,43,46,3,47157,4.5,54931,92,18,10.72462202,27.56382554,28.40637502,33.30517742,38.97949,1982,28.10853,9.12342,6.29795,20.40308,22769.5,12.07679,766.5,15.24712,12.04647
4603,CA,90620,Wells,1730,01019424,1,0.9551,-0.05,141,59,73,1,06059,3.2,100210,118.1,9.9,13.38891948,17.24420737,27.25107979,42.11579335,17.55021,1857,27.25739,2.29937,2.10546,10.69581,19182,5.73619,683.5,7.07588,6.87569
4604,OH,44085,Bank_Of_Am,9055,01015750,1,0.1911,-1.66,103,97,54,19,39007,4.4,48916,78.5,15.7,13.60595661,43.38752836,27.92304113,15.08347391,36.7665,1401,29.37042,2.95652,3.88922,14.05868,18075,10.86956,791,24.96944,12.40054
4605,GA,30188,Associates,4096,05012771,5,0.9566,-0.04,137,77,468,2,13057,2.4,96997,145.8,7,8.05040979,22.57269563,30.98742562,38.38946896,21.53712,1731,32.52367,2.5599,2.90428,16.41754,20231,5.53869,681.5,9.9153,9.53708
4606,GA,31750,Associates,1193,01019510,1,0.6488,-0.43,125,79,131,6,13315,3.7,38449,57.8,27.6,17.7278402,40.4494382,29.19787765,12.62484395,50,2530,30.24691,5.88235,5.88235,17.28395,18868.2,9.702128364,1226.5,35.80247,17.78964
4607,IA,52349,Discover,5562,10011844,10,0.9934,-0.01,115,79,31,14,19011,3,78155,119.1,8.4,5.76869067,36.94882885,35.64567769,21.63680279,17.21939,1748,32.39796,1.3245,2.35756,17.21939,13403,5.18519,742,10.33163,3.02649
4608,TX,75043,Associates,5565,10011246,10,0.0343,-3.37,117,95,146,10,48113,3.7,63549,94.9,14.4,19.27701005,22.59537298,25.17173246,32.9558845,40.74712,1773,26.5275,7.21764,4.45836,14.69989,19302,11.01283,789,19.31871,22.04706
4609,NJ,08033,Discover,5629,01016840,1,0.3460,-1.06,130,47,39,4,34007,4,77675,87.1,12,10.8164315,29.12240217,26.41662612,33.64454021,27.95495,1522,30.8747,3.42349,4.24147,20.35257,22905,8.81203,563.5,12.42578,6.27202
4610,NY,10467,Discover,2426,04013261,4,0.6150,-0.49,102,81,38,1,36005,7.8,43143,58.1,26.4,25.8710362,27.85533524,25.3350941,20.93853447,30.75821,1916,14.16069,7.05584,7.05134,15.53628,18348,10.82875,440,6.1109,7.58297
4611,ID,83301,Discover,3200,09012109,9,0.2153,-1.54,94,69,22,1,16083,2.6,57487,86.7,13.4,12.96978629,27.47306734,36.0739727,23.48317367,22.0951,1971.5,33.35717,3.33333,3.78151,12.76368,13778,7.84314,782,11.36932,11.65501
4612,NJ,07501,Bank_Of_Am,4821,01015981,1,0.9716,-0.03,112,56,51,7,34031,4.6,74016,83,14.1,14.97773311,33.96148492,21.21217372,29.84860825,25.21206,1231.5,25.78788,3.39088,3.69628,16.03616,16159.5,8.14672,450,11.6773,11.32413
4613,IL,60640,Discover,4160,08012207,8,0.0547,-2.91,131,53,75,1,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505
4614,NV,89128,Chase_Rev,1129,10011836,10,0.3362,-1.09,124,35,113,1,32003,6,63735,96.3,15.1,13.62216164,27.97505673,32.5981162,25.80466544,33.49727,2110.5,28.91963,4.83124,4.45914,13.34919,16263,9.73684,734,15.70691,12.66683
4615,MN,55439,Bank_Of_Am,3325,01015284,1,0.0416,-3.18,99,17,35,10,27053,2.5,84220,108.4,10,6.133782088,15.696371,26.32229969,51.84754722,13.05151,1701,27.6388,2.11527,2.28963,19.50959,21947,5.25684,387.5,2.249,4.55455
4616,FL,33409,Discover,2866,04013277,4,0.6680,-0.4,142,75,57,1,12099,2.9,70024,111.1,11.6,10.93339908,23.39463509,27.69158448,37.98038135,25.37796,2009,32.18119,2.9064,3.20002,12.21213,19986.5,8.46697,859,12.95629,12.92879
4617,NY,14621,Discover,1551,08000000,8,0.0026,-5.97,136,25,100,7,36055,3.4,66003,88.9,13.3,8.907209275,23.0541885,28.08423825,39.95436397,21.45379,1898,36.83145,4.23613,3.48164,21.47533,22844,7.31903,414,3.7163,3.23169
4618,NY,11422,Wells,4109,01017158,1,0.8271,-0.19,138,88,50,6,36081,5.2,72807,98.1,13.6,17.2982753,26.69080995,22.08711692,33.92379783,17.6652,1670,15.89577,3.42374,3.44441,11.06656,20000,6.21861,351,3.76252,8.61479
4619,GA,30668,Associates,996,07012543,7,0.8435,-0.17,129,8,41,11,13181,3.5,50080,75.3,16.5,16.47286822,43.69274137,26.49753347,13.33685694,34.83146,1563,26.59176,5,5.47945,14.60674,18868.2,9.702128364,906,21.72285,14.58743
4620,NJ,07513,Chase_Bony,1827,02014323,2,0.5762,-0.55,103,14,249,2,34031,4.6,74016,83,14.1,14.97773311,33.96148492,21.21217372,29.84860825,25.21206,1231.5,25.78788,3.39088,3.69628,16.03616,16159.5,8.14672,450,11.6773,11.32413
4621,NC,28311,Bank_Of_Am,4536,02013734,2,0.7395,-0.3,136,58,71,1,37051,5.1,52463,84.6,15.8,8.022421416,26.60610307,39.48343763,25.88803788,36.79419,1915,38.41162,6.82442,6.93548,20.36804,21735,11.17451,613,12.98789,10.20305
4622,GA,30260,Associates,2681,03013467,3,0.9201,-0.08,112,73,78,1,13063,3.9,51422,77.3,18.9,14.62884712,33.05743722,32.08925965,20.22445601,48.80542,2120.5,28.23647,10.06837,9.93475,24.3916,23526,13.39408,748.5,18.60207,16.40281
4623,MA,01752,Discover,6517,04013039,4,0.1180,-2.14,137,52,7,7,25017,3.1,112345,125.4,7.7,6.428638948,18.06826616,17.7378585,57.76523639,12.30891,1471,26.16777,1.66961,2.11965,16.31408,23081,3.59678,511.5,3.17326,2.11603
4624,IL,60202,Bank_Of_Am,917,04013209,4,0.3166,-1.15,144,77,36,1,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505
4625,AZ,85044,Bank_Of_Am,2105,01019285,1,0.1681,-1.78,109,70,102,3,04013,3.3,76230,110.5,11.3,11.15749581,22.02357049,32.46251888,34.35641482,26.4425,1897,31.1102,3.95944,3.37067,15.88688,18567,9.04062,717,12.59393,10.652
4626,PA,15332,Discover,5915,01016447,1,0.3612,-1.02,132,92,21,8,42003,4.2,68874,99.9,11.3,4.914186636,25.95803056,25.83745672,43.29032608,20.72826,1670,34.34123,2.64914,3.39375,20.93155,24945,6.56504,274,6.59547,3.74227
4627,CA,95111,Wells,2324,04013175,4,0.2976,-1.21,132,28,3,1,06085,2.6,141161,166.4,6.9,10.81273363,13.69970623,21.09559113,54.391969,10.99841,1745,20.25755,2.2752,1.57985,7.38474,18404,5.53283,585.5,3.57075,3.66807
4628,NY,11746,Discover,1622,04923295,4,0.5568,-0.59,99,16,60,2,36103,3.1,112681,151.8,6.4,9.607497875,25.81198026,26.27411759,38.30640428,15.52387,2196,34.72373,1.93383,2.8305,17.36495,21635,4.82783,416,3.19107,4.9139
4629,OR,97219,Bank_Of_Am,6122,01019179,1,0.5417,-0.61,131,20,272,5,41005,3.8,91076,127.5,8.4,5.663613252,21.65604025,33.80446041,38.8758861,13.43193,1792.5,27.48895,1.54567,1.74278,14.78884,21117,6.18557,567,4.04787,4.32867
4630,CT,06320,Bank_Of_Am,3431,06012624,6,0.7177,-0.33,142,90,240,11,09011,4.2,78552,93.9,8.9,6.960755929,28.60053168,29.88339957,34.55531282,20.7221,1329,33.10596,2.49526,3.41423,15.00647,20607,5.40752,411,8.26767,3.7865
4631,MD,20601,Associates,1582,02014139,2,0.4300,-0.84,113,96,51,2,24033,3.5,89689,99.5,11.5,12.77031258,25.42442424,26.88405475,34.92120843,33.1945,1843.5,30.37816,6.11452,5.30234,20.68624,26762,9.1403,602.5,12.59421,10.61074
4632,NY,12953,Associates,3172,05012873,5,0.8647,-0.15,137,25,218,3,36033,3.6,54960,74,16.7,11.85832969,37.83413497,28.68386533,21.62367002,22.46535,1465.5,43.03428,1.6035,3.54796,16.70314,16088,6.9869,343.5,8.75273,6.7334
4633,PA,18519,Discover,3781,05012988,5,0.1689,-1.78,130,84,79,1,42069,4.7,61227,88.8,13.7,8.441310976,36.14973192,25.98494008,29.42401703,26.30486,1379.5,35.46856,2.61799,4.07003,21.82681,22171.5,8.55978,502.5,11.53618,4.53979
4634,MA,01201,Associates,5990,05012991,5,0.5805,-0.54,93,44,34,7,25003,4.4,60945,68,10.9,6.957060498,29.20180201,27.77258551,36.06855199,17.64272,1826,37.22933,2.811,3.67273,17.1998,20233,5.86552,1032,3.125,2.00224
4635,NY,10550,Associates,995,03013615,3,0.2756,-1.29,139,67,72,2,36005,7.8,43143,58.1,26.4,25.8710362,27.85533524,25.3350941,20.93853447,30.75821,1916,14.16069,7.05584,7.05134,15.53628,18348,10.82875,440,6.1109,7.58297
4636,FL,32055,Discover,4313,04013226,4,0.5966,-0.52,126,71,63,3,12023,3.2,52035,82.5,16.5,13.52467609,36.48999958,34.58006625,15.40525808,41.25616,2113,31.15764,7.62053,5.64042,9.60591,16570.5,14.10256,1223,22.47537,12.49768
4637,NY,11373,Discover,3979,05012809,5,0.9771,-0.02,108,8,56,1,36081,5.2,72807,98.1,13.6,17.2982753,26.69080995,22.08711692,33.92379783,17.6652,1670,15.89577,3.42374,3.44441,11.06656,20000,6.21861,351,3.76252,8.61479
4638,TN,37135,Discover,4505,01015379,1,0.9880,-0.01,131,10,60,1,47149,2.7,77942,130.6,8.7,7.662927275,27.47181328,31.3345955,33.53066395,27.91084,1798,31.87995,5.25648,3.71575,18.10539,20662.5,7.72138,762.5,15.01613,7.47983
4639,TN,37742,Chase,1426,05012918,5,0.3177,-1.15,99,40,34,1,47009,3.1,62724,105.1,9.7,10.22662449,35.91038739,28.48415703,25.37883109,28.48116,2028,32.83683,3.16921,2.65585,11.37441,20669,9.52381,1049,18.66396,9.31646
4640,LA,70117,Chase,2793,08000000,8,0.0319,-3.45,123,80,37,1,22071,4.5,46188,88.7,25.2,11.82497953,22.4451924,26.62821796,39.10161012,40.062,1605,23.50474,8.36397,4.62502,22.39241,25720,10.09772,705,13.73085,7.34876
4641,CA,94043,Wells,3106,01014786,1,0.2734,-1.3,80,4,117,12,06085,2.6,141161,166.4,6.9,10.81273363,13.69970623,21.09559113,54.391969,10.99841,1745,20.25755,2.2752,1.57985,7.38474,18404,5.53283,585.5,3.57075,3.66807
4642,TN,37412,Discover,2444,07012485,7,0.3432,-1.07,142,63,198,9,47065,3.4,65689,110,12.6,9.523660845,25.05805444,31.313494,34.10479071,29.53395,1670,29.65614,4.83522,3.38721,15.63973,20527.5,8.98438,822.5,18.58963,9.73386
4643,CA,91942,Associates,1810,05013003,5,0.6283,-0.46,122,68,104,2,06073,3.4,90756,107,10.7,11.6848286,18.19642779,29.85549373,40.26324989,20.19116,1924,28.30083,2.24266,2.34859,12.17414,19222,6.50241,855,9.18014,6.69465
4644,AZ,85015,Bank_Of_Am,996,03013397,3,0.3718,-0.99,129,43,277,1,04013,3.3,76230,110.5,11.3,11.15749581,22.02357049,32.46251888,34.35641482,26.4425,1897,31.1102,3.95944,3.37067,15.88688,18567,9.04062,717,12.59393,10.652
4645,FL,32073,Discover,3831,01019420,1,0.2112,-1.55,123,76,313,2,12019,2.6,76711,121.7,8,8.081519806,28.3856421,36.734913,26.7979251,31.25888,1979,38.94572,3.38089,3.68596,15.8852,19263,9.39177,721,17.02188,6.19796
4646,HI,96817,Bank_Of_Am,1824,02014401,2,0.8607,-0.15,131,85,180,6,15003,3.5,90176,105.4,10,7.252190302,25.58464638,30.93687743,36.22628588,15.49696,1867.5,24.20367,2.84807,2.28585,11.67063,19270.5,6.51189,333,4.98282,3.77888
4647,MA,02169,Discover,3926,05012811,5,0.9259,-0.08,116,27,72,1,25021,3.3,114658,128,6.9,5.811546938,18.08611175,20.5637532,55.53858811,12.32729,1559,28.22971,1.31309,2.02265,18.70898,24033,3.36949,359.5,3.87737,2.31408
4648,MA,02170,Bank_Of_Am,8298,05012944,5,0.1422,-1.95,107,18,120,3,25021,3.3,114658,128,6.9,5.811546938,18.08611175,20.5637532,55.53858811,12.32729,1559,28.22971,1.31309,2.02265,18.70898,24033,3.36949,359.5,3.87737,2.31408
4649,NC,28339,Chase,2348,02014324,2,0.0336,-3.39,118,6,23,1,37085,4.1,61701,99.5,13.3,11.55314354,29.00013798,36.47265787,22.97406062,37.0824,1585,37.9176,4.81707,5.68182,13.80846,18990.5,7.05645,689.5,21.04677,10.32926
4650,PA,15537,Discover,4001,02014761,2,0.9365,-0.07,135,89,79,3,42009,4.5,52984,76.9,11.6,10.53491572,49.7047357,23.98520812,15.77514047,20.09685,1662.5,34.14043,2.34604,3.29777,13.25666,18914,5.47945,336.5,7.62712,7.40553
4651,KY,41022,Discover,11260,07012461,7,0.8043,-0.22,114,11,37,1,21015,3.1,85284,153.6,6.4,6.818309843,28.59138586,30.63282297,33.95748133,25.79291,1310.5,35.51773,2.41379,3.30869,18.49347,21971,7.94451,463,13.6194,3.51734
4652,CA,93010,Wells,2525,06012630,6,0.7079,-0.35,90,91,29,1,06111,3.7,95819,113,8.9,14.3749402,19.76652139,31.82650904,34.03202937,17.93591,1516,28.44592,2.06117,2.20438,10.40429,18734,5.32586,531,6.99573,8.97123
4653,PA,18063,Associates,1146,05012795,5,0.1790,-1.72,127,60,158,1,42095,4.2,78768,114.3,9.7,8.363248899,33.54034143,25.31382762,32.78258205,21.94705,1965.5,34.91392,3.19448,3.56083,17.4771,21415,6.33641,734,9.39293,5.00889
4654,HI,96818,Associates,4466,01015678,1,0.5548,-0.59,123,88,130,1,15003,3.5,90176,105.4,10,7.252190302,25.58464638,30.93687743,36.22628588,15.49696,1867.5,24.20367,2.84807,2.28585,11.67063,19270.5,6.51189,333,4.98282,3.77888
4655,IN,46375,Chase_Rev,7292,04013085,4,0.7776,-0.25,141,20,33,2,18089,4.6,61468,98,13.9,10.19718645,35.41266395,30.69654701,23.69360259,30.61812,1744,31.98746,6.09163,4.21265,17.67981,19192,10.64061,738,15.30586,8.5132
4656,NM,87106,Bank_Of_Am,1065,05012958,5,0.3931,-0.93,134,16,289,2,35001,3.6,59723,110,15.2,9.713680244,22.40869192,31.52871208,36.34891575,30.38135,1582,30.36259,5.04257,3.16327,14.4519,19082,9.34761,680,16.8066,9.65502
4657,TX,77803,Discover,6320,10011532,10,0.5798,-0.55,133,33,8,1,48041,3.1,50494,75.4,22.6,11.28264227,20.9502773,25.55040695,42.21667347,28.87428,2127,29.86031,5.76208,3.41001,17.15694,19154.5,8.42912,734,15.20132,13.43324
4658,MD,21043,Discover,7738,03013672,3,0.3633,-1.01,140,85,54,1,24027,2.6,131412,145.8,6.2,4.625167156,12.85282213,18.95165271,63.57035801,13.99841,1960,28.55161,2.56802,2.3107,16.55439,25759,5.74506,418,4.82465,4.01968
4659,NY,11709,Bank_Of_Am,6884,01015175,1,0.4244,-0.86,128,65,106,4,36059,2.9,125118,168.6,6.1,8.297057987,21.7991129,22.42197709,47.48185202,13.16394,1886.5,31.0053,1.76745,2.29888,16.26823,23494,3.81638,325,2.72647,3.60559
4660,KS,67735,Chase,2065,03013563,3,0.0197,-3.93,112,99,4,1,20181,2.3,54207,84.5,13.5,9.736632083,30.91247672,37.93562118,21.41527002,31.81818,1665,27.27273,3.38983,1.13636,11.93182,16776.93243,8.317524865,872.9615385,23.29545,7.88136
4661,KY,41537,Chase_Rev,2278,03013358,3,0.6015,-0.51,147,34,61,2,21195,5.2,38066,68.5,30.1,21.11741972,39.45083258,23.70580657,15.72594112,38.68692,1363,30.33098,4.2641,5.90361,13.99892,20078,13.56589,479.5,19.85893,5.33926
4662,CA,92562,Wells,1255,03013345,3,0.1633,-1.81,104,27,139,2,06065,4.2,78690,92.8,11.6,17.00949518,26.92678907,32.53036944,23.5333463,26.08633,2126,33.7148,3.36421,3.62591,13.678,18560,8.81511,842,8.82245,8.20894
4663,VA,23602,Bank_Of_Am,2293,01019414,1,0.3767,-0.98,125,9,111,6,51700,3.6,58303,72,15.8,8.439180303,28.85085982,34.58823725,28.12172263,43.58573,2014.5,30.75718,6.29017,5.71081,19.70409,22213,12.36749,820,30.40905,6.83291
4664,CA,90291,Wells_FIB,4805,08012329,8,0.8436,-0.17,142,26,59,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
4665,GA,30318,Associates,8350,01014867,1,0.4319,-0.84,145,56,57,29,13121,3.2,82820,124.5,13.7,6.754374519,16.4915841,20.88081708,55.8732243,31.24541,1909,24.95224,6.30787,5.24942,20.88416,27728,9.10626,660,12.51874,9.36222
4666,KY,40962,Associates,751,02013929,2,0.8579,-0.15,78,33,70,3,21095,6.3,31116,56,33.2,25.14728518,35.77835571,29.55787909,9.516480017,40.4703,1232,23.39109,6.22837,5.2459,10.76733,13042,19.54023,334.5,16.58416,5.369
4667,CA,93263,Wells,1916,03013494,3,0.8381,-0.18,145,43,30,6,06029,6.9,57926,68.3,18.5,24.05209301,27.57228249,30.76815822,17.60746628,31.11569,1747,32.27986,3.98718,4.59205,11.9432,14718,9.61969,759.5,11.81725,7.82204
4668,CA,90069,Wells,5548,08012311,8,0.1759,-1.74,123,78,97,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
4669,LA,71134,Chase,5058,06012581,6,0.1384,-1.98,136,34,95,2,22017,4.1,44968,86.3,23.6,13.45001935,32.08271642,30.46266887,24.00459536,45.1317,2108,28.88219,9.78723,6.25166,20.01048,18681,12.9666,984,24.29564,6.1889
4670,MN,56164,Discover,1628,01017485,1,0.7682,-0.26,116,45,63,3,27081,2.9,60199,77.5,8.8,6.224899598,37.4497992,35.31626506,21.00903614,11.51832,1643.225806,25.13089,1.69492,2.122916163,13.08901,17810.77612,5.157817164,451.7647059,4.18848,5.15895
4671,NY,11742,Discover,4701,01014805,1,0.5100,-0.67,133,65,40,3,36103,3.1,112681,151.8,6.4,9.607497875,25.81198026,26.27411759,38.30640428,15.52387,2196,34.72373,1.93383,2.8305,17.36495,21635,4.82783,416,3.19107,4.9139
4672,CA,90034,Bank_Of_Am,2000,05012877,5,0.0960,-2.34,91,83,55,11,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
4673,FL,33615,Discover,3900,03013624,3,0.9193,-0.08,127,91,12,2,12057,2.8,65818,104.4,14.3,10.81641086,26.34909815,27.29985332,35.53463767,31.19165,2263,33.53808,3.76556,4.02175,16.48649,21766,8.70591,977.5,15.19247,11.29436
4674,GA,30288,Wells,1702,02013688,2,0.9625,-0.04,101,17,15,2,13089,3.1,70756,106.4,14.5,9.27675981,20.4051007,24.22427526,46.09386423,35.38826,1970.5,24.94284,7.10978,6.15988,21.92819,28292,11.0446,782,15.79727,12.00145
4675,DE,19701,Bank_Of_Am,5934,06012688,6,0.5832,-0.54,94,3,234,2,10003,4.4,74088,103.4,11.4,7.62630641,29.33578069,25.49008641,37.54782648,30.07596,1783,30.91156,4.55711,4.11671,17.17309,22650,7.48815,765,17.99783,5.01404
4676,TN,37663,Chase,2171,02014421,2,0.7724,-0.26,121,91,25,1,47163,3.5,49489,82.9,17.1,11.67481927,33.34401108,29.29396996,25.68719969,30.02975,2019,32.33544,3.78505,3.72915,10.18966,21527.5,7.48175,1113,17.06954,8.7385
4677,CA,91730,Wells,1068,06012620,6,0.0021,-6.18,133,99,78,15,06071,4.1,74218,87.5,13.2,18.89536361,26.86536504,32.32605,21.91322135,29.61367,1978,32.65477,4.23582,4.0615,13.91869,18375,9.42403,761,9.84435,8.89974
4678,CA,93635,Wells,1088,05012813,5,0.4910,-0.71,139,30,14,1,06047,7.7,54703,64.5,21.9,29.64686542,26.51984456,29.77620104,14.05708898,28.81443,1666,30.78608,3.97992,4.35407,10.46392,13370.5,8.86699,537,11.80412,9.07476
4679,TX,77511,Wells,10786,10011055,10,0.4373,-0.83,107,70,32,4,48167,4.4,77627,115.9,12.1,10.14135895,24.34362943,32.28259799,33.23241364,32.46292,2217,34.51005,5.49903,3.71276,13.7931,18517,8.83905,808,12.6831,13.93295
4680,OR,97366,Wells,951,03013347,3,0.7236,-0.32,125,91,47,1,41041,5.2,52751,73.8,15.2,7.258693279,24.07349654,40.07224908,28.5955611,16.27358,1313.5,28.71462,0.85616,2.27273,9.8467,21531,9.58084,587,4.0684,9.34421
4681,NY,12901,Discover,5270,04013012,4,0.7513,-0.29,78,37,8,5,36019,3.3,60094,81,15.1,12.45445812,35.21542895,26.94991753,25.3801954,21.70742,1567.5,43.45774,1.84049,3.30858,17.37452,19181,5.67901,247,7.12141,2.5833
4682,MN,55414,Discover,1964,09012026,9,0.9913,-0.01,124,73,77,2,27053,2.5,84220,108.4,10,6.133782088,15.696371,26.32229969,51.84754722,13.05151,1701,27.6388,2.11527,2.28963,19.50959,21947,5.25684,387.5,2.249,4.55455
4683,CA,95926,Wells,1094,01016719,1,0.7798,-0.25,115,85,74,9,06007,4.5,62982,74.2,16.6,9.660469729,22.30053388,38.27892549,29.7600709,22.62513,1780.5,25.33705,2.40779,3.35675,11.638,16677,9.58722,923,9.18952,6.29979
4684,FL,33055,Associates,3331,08012164,8,0.0338,-3.39,123,88,182,4,12086,2.6,58905,93.4,15.2,17.51028211,26.42735497,24.31392186,31.74844106,27.22036,2392,29.11401,3.74676,4.33116,12.18676,19970.5,8.23955,783,9.36833,13.94156
4685,CA,92083,Wells,1686,01015457,1,0.0880,-2.43,138,76,76,9,06073,3.4,90756,107,10.7,11.6848286,18.19642779,29.85549373,40.26324989,20.19116,1924,28.30083,2.24266,2.34859,12.17414,19222,6.50241,855,9.18014,6.69465
4686,OH,43074,Associates,2949,04013257,4,0.9691,-0.03,131,63,39,7,39041,3,118661,190.5,4.1,2.791581514,16.2080958,23.93603671,57.06428597,13.44563,1145,34.09535,1.44462,1.55757,17.86735,22863.5,3.28283,427.5,7.27929,4.11744
4687,WV,26571,Associates,3577,10011791,10,0.1416,-1.95,114,68,13,1,54049,4.3,51252,100.3,15.1,8.850678733,40.26115061,26.87265676,24.0155139,36.04526,1194,41.05603,2.77778,3.63967,16.32543,18919,10.89109,495,26.23923,6.84973
4688,MI,48204,Associates,4002,01019409,1,0.9989,0,139,66,59,2,26163,4.6,52644,83,19.6,12.39187201,29.58740311,32.20387724,25.81684764,35.61004,1599,31.31911,8.27449,5.86071,18.60829,20393.5,12.38495,397,12.75178,5.74061
4689,MN,56093,Discover,2782,06012689,6,0.8921,-0.11,133,94,17,1,27161,3.5,69110,88.9,8.8,7.183034357,34.75220432,35.59592581,22.46883551,15.55154,1870,35.44304,3.61991,2.7248,15.73237,18531,9.1954,451.7647059,2.89331,4.02803
4690,CA,90501,Chase,3780,06012668,6,0.5046,-0.68,121,95,70,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
4691,IL,60632,Discover,3808,01019360,1,0.1483,-1.91,119,86,35,2,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505
4692,FL,32920,Chase_Rev,8786,07012422,7,0.6529,-0.43,96,14,19,1,12009,2.8,65280,103.5,11.3,7.509306291,26.42384017,34.38730238,31.67955116,29.59718,2217,31.4189,2.91608,3.4966,13.3732,20176,9.2201,1144,19.52904,10.83172
4693,NY,14901,Bank_Of_Am,3969,01015143,1,0.5387,-0.62,120,91,31,3,36015,3.7,59155,79.7,14.9,10.54317923,34.31356103,31.22861169,23.91464806,36.38088,2329,35.62216,2.51397,5.02939,19.57511,18499.5,10.85271,989,26.74507,4.71802
4694,IL,60422,Chase,1711,03013416,3,0.1084,-2.22,123,64,30,5,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505
4695,NC,28630,Chase_Rev,3995,02014431,2,0.3740,-0.98,142,97,134,2,37027,3.6,44705,72.1,14.8,18.51635213,32.8126344,32.07803602,16.59297745,36.5806,1188,29.89045,4.45104,5.36765,8.80282,14849,6.22222,486,22.88732,9.21026
4696,NY,10523,Discover,2096,02014458,2,0.3491,-1.05,137,44,84,17,36119,3.1,109131,147,9.4,11.14831093,18.43497251,19.76724226,50.64947429,16.01629,1657,28.08542,2.25587,2.37925,15.30766,22918,5.46711,615,4.54997,5.39033
4697,OK,73762,Chase,1628,03013590,3,0.1276,-2.06,139,30,82,3,40073,2,66770,119.6,10.7,10.79329149,41.34170182,25.35240251,22.51260418,23.88349,1313,37.47573,2.26244,2.68456,9.12621,16065.4881,12.40224548,389,17.08738,14.58264
4698,VA,22204,Bank_Of_Am,1921,01016699,1,0.4965,-0.7,131,79,4,1,51013,2.1,124474,153.8,7.9,5.107305291,7.421156695,11.16747465,76.30406336,11.12685,1507.5,20.01288,1.79272,1.48316,16.17514,27997,3.50318,609,4.41726,5.3575
4699,GA,30087,Discover,2127,04013272,4,0.5865,-0.53,92,54,55,14,13135,2.7,75021,112.8,10.8,12.12225558,22.32312615,27.05244844,38.50216984,26.8795,1912,28.61522,4.76576,4.12179,18.75538,23265,7.34484,685,11.12718,15.82814
4700,NC,28212,Chase_Rev,6580,02013763,2,0.5482,-0.6,119,21,28,3,37119,3.5,75138,121.2,10.2,9.171039812,16.54910129,27.3509155,46.92894339,31.43272,1857,30.36048,4.95406,4.30301,18.97635,25460.5,7.87228,839.5,18.13866,11.77597
