acctid,state,zip,rollout,cobal,collscr,cs,accessscr,lnacscr,bureauscr,eaglemod,numcalls,numrpcs,county,PctUnempl,MedIncome,IncomePctStateAvg,PctPoverty,Pct_ltHS,Pct_HS,Pct_SomeCollege,Pct_BachPlus,Pct_AnyDebtCollections,MedianDebtCollections,Pct_AutoLoan,Pct_AutoLoanCollections,Pct_CCLoanCollections,Pct_EduLoan,MedianEduLoan,Pct_EduLoanCollections,MedianMedDebt,Pct_MedDebtCollections,Pct_NoHealthIns
3571,CA,91306,Bank_Of_Am,3351,08012287,8,0.4030,-0.91,121,37,183,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3572,FL,33417,Associates,3371,05012983,5,0.1662,-1.79,115,74,106,2,12099,2.9,70024,111.1,11.6,10.93339908,23.39463509,27.69158448,37.98038135,25.37796,2009,32.18119,2.9064,3.20002,12.21213,19986.5,8.46697,859,12.95629,12.92879
3573,CA,92507,Bank_Of_Am,4534,01019323,1,0.6252,-0.47,121,32,75,1,06065,4.2,78690,92.8,11.6,17.00949518,26.92678907,32.53036944,23.5333463,26.08633,2126,33.7148,3.36421,3.62591,13.678,18560,8.81511,842,8.82245,8.20894
3574,CA,92507,Discover,1571,01018457,1,0.4670,-0.76,119,15,16,3,06065,4.2,78690,92.8,11.6,17.00949518,26.92678907,32.53036944,23.5333463,26.08633,2126,33.7148,3.36421,3.62591,13.678,18560,8.81511,842,8.82245,8.20894
3575,AR,72758,Associates,804,05012853,5,0.7620,-0.27,120,12,213,2,05007,2.4,78974,150.2,7.9,10.28597988,29.36078303,25.78904199,34.5641951,25.41836,1593,33.78562,3.77146,3.26682,13.80597,19083,8.59951,643,15.53596,10.28135
3576,FL,32304,Associates,4421,02014271,2,0.1164,-2.15,129,88,141,10,12073,3,57246,90.8,16.2,6.801426327,19.00661568,27.13805795,47.05390004,28.68979,2096,29.93254,4.68961,4.06233,21.35164,24195,9.09091,687,10.01302,8.22937
3577,SC,29061,Chase,2473,04013093,4,0.0088,-4.73,129,51,30,3,45079,3.3,56940,95.8,17,8.185476949,21.65296508,30.51099624,39.65056173,42.28127,2405,29.72436,8.23098,6.31365,23.6487,26766,9.87049,931,22.5478,8.00233
3578,TX,78230,Associates,6746,01016057,1,0.1583,-1.84,118,17,31,1,48029,3.7,63014,94.1,14.8,14.62809859,24.3872801,30.99268325,29.99193805,38.45895,1988,34.94827,6.59555,4.21389,17.37564,18146,8.73813,578,17.9394,16.59512
3579,TN,37135,Discover,3755,01015611,1,0.8336,-0.18,93,31,189,1,47149,2.7,77942,130.6,8.7,7.662927275,27.47181328,31.3345955,33.53066395,27.91084,1798,31.87995,5.25648,3.71575,18.10539,20662.5,7.72138,762.5,15.01613,7.47983
3580,NY,11106,Discover,4092,02013764,2,0.3723,-0.99,132,60,2,2,36081,5.2,72807,98.1,13.6,17.2982753,26.69080995,22.08711692,33.92379783,17.6652,1670,15.89577,3.42374,3.44441,11.06656,20000,6.21861,351,3.76252,8.61479
3581,TX,79924,Associates,2503,10011828,10,0.8791,-0.13,139,40,182,1,48141,4.3,50983,76.1,20.1,20.24416302,23.78884176,31.30272408,24.66427114,37.41154,2159,34.58446,5.84388,3.95777,18.50383,16522.5,9.41129,941.5,16.88836,21.41302
3582,LA,70520,Associates,2114,02013764,2,0.6112,-0.49,132,86,41,6,22097,4.4,39806,76.4,26.3,21.77419355,38.85428254,24.6681498,14.70337412,39.90188,1563,31.56173,7.59625,5.89255,13.0417,12986,7.52351,717,19.46034,9.86607
3583,IL,62207,Associates,2086,01014879,1,0.6654,-0.41,143,4,100,23,17163,4.3,66422,92,13.3,7.725484862,27.3302275,35.31245395,29.63183369,34.03926,1467,34.82696,8.10728,4.69283,18.60795,20292,10.82582,599,17.58781,5.43922
3584,FL,34949,Discover,4452,01014956,1,0.4476,-0.8,92,53,116,1,12111,3.4,62378,98.9,11.4,11.78188448,31.44030351,32.56793427,24.20987774,30.40895,2121,34.34988,3.93457,3.96836,12.86264,19050,9.03533,895,15.61517,11.97105
3585,DE,19802,Chase_Rev,798,03013493,3,0.2685,-1.32,99,58,22,3,10003,4.4,74088,103.4,11.4,7.62630641,29.33578069,25.49008641,37.54782648,30.07596,1783,30.91156,4.55711,4.11671,17.17309,22650,7.48815,765,17.99783,5.01404
3586,MD,20746,Discover,1453,01016703,1,0.4774,-0.74,145,26,109,2,24033,3.5,89689,99.5,11.5,12.77031258,25.42442424,26.88405475,34.92120843,33.1945,1843.5,30.37816,6.11452,5.30234,20.68624,26762,9.1403,602.5,12.59421,10.61074
3587,CA,90062,Wells,928,05012902,5,0.0327,-3.42,135,6,159,3,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3588,IN,46324,Bank_Of_Am,2518,01015448,1,0.5974,-0.52,97,75,6,1,18089,4.6,61468,98,13.9,10.19718645,35.41266395,30.69654701,23.69360259,30.61812,1744,31.98746,6.09163,4.21265,17.67981,19192,10.64061,738,15.30586,8.5132
3589,WI,54487,Bank_Of_Am,6080,10011799,10,0.0823,-2.5,145,14,51,1,55069,3.1,62064,92.4,10.2,7.3729454,41.41318723,32.46740979,18.74645759,20.59801,1595.5,28.57143,2.22222,2.04461,9.85604,17908,6.74157,1031,12.73533,4.43574
3590,CA,95136,Wells,1588,01015459,1,0.5175,-0.66,105,30,281,5,06085,2.6,141161,166.4,6.9,10.81273363,13.69970623,21.09559113,54.391969,10.99841,1745,20.25755,2.2752,1.57985,7.38474,18404,5.53283,585.5,3.57075,3.66807
3591,CA,93001,Bank_Of_Am,2107,04013110,4,0.4332,-0.84,98,53,40,1,06111,3.7,95819,113,8.9,14.3749402,19.76652139,31.82650904,34.03202937,17.93591,1516,28.44592,2.06117,2.20438,10.40429,18734,5.32586,531,6.99573,8.97123
3592,CA,90038,Discover,1378,06012589,6,0.6461,-0.44,132,72,14,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3593,AL,35570,Discover,1591,03013529,3,0.8538,-0.16,106,99,72,5,01075,2.7,44265,82,17,17.54121431,41.7269803,30.78005629,9.951749095,31.00961,1471,29.32692,4.70588,4.9505,7.45192,18222.27679,9.606924107,952,15.14423,7.11537
3594,GA,30083,Discover,1493,06012638,6,0.7776,-0.25,78,39,266,1,13089,3.1,70756,106.4,14.5,9.27675981,20.4051007,24.22427526,46.09386423,35.38826,1970.5,24.94284,7.10978,6.15988,21.92819,28292,11.0446,782,15.79727,12.00145
3595,PA,17954,Discover,5273,01015521,1,0.7660,-0.27,127,12,93,2,42107,5,57868,84,12.8,10.59681799,45.29869584,26.3271121,17.77737408,26.58712,1792,36.22242,2.83574,3.96682,17.19946,21566.5,9.55497,687,12.67447,6.04115
3596,CA,94523,Wells,7813,01015569,1,0.5875,-0.53,136,48,122,2,06013,3.5,110595,130.4,8.8,10.2561427,17.46950386,28.21818091,44.05617252,17.54391,2001,25.85659,2.76104,2.29576,10.4326,20000,6.6615,835.5,7.62849,4.14515
3597,NM,87016,Discover,5975,02014066,2,0.6896,-0.37,136,36,136,1,35001,3.6,59723,110,15.2,9.713680244,22.40869192,31.52871208,36.34891575,30.38135,1582,30.36259,5.04257,3.16327,14.4519,19082,9.34761,680,16.8066,9.65502
3598,TN,37015,Bank_Of_Am,4613,06012701,6,0.9766,-0.02,125,69,26,1,47037,2.8,65463,109.7,15,9.887325145,21.27948603,24.41261455,44.42057428,28.64661,1787.5,24.69489,4.792,3.5158,19.48188,24152,8.87285,767,14.35506,12.67818
3599,MD,20784,Discover,2802,02925592,2,0.1844,-1.69,108,43,37,4,24033,3.5,89689,99.5,11.5,12.77031258,25.42442424,26.88405475,34.92120843,33.1945,1843.5,30.37816,6.11452,5.30234,20.68624,26762,9.1403,602.5,12.59421,10.61074
3600,CA,95123,Wells,3053,02925448,2,0.5568,-0.59,124,1,378,3,06085,2.6,141161,166.4,6.9,10.81273363,13.69970623,21.09559113,54.391969,10.99841,1745,20.25755,2.2752,1.57985,7.38474,18404,5.53283,585.5,3.57075,3.66807
3601,PA,19522,Associates,4264,04013175,4,0.7767,-0.25,139,71,46,1,42011,4.3,68693,99.7,12.9,12.45221003,36.54316913,25.11517727,25.88944357,27.61452,1951,32.35632,2.85598,3.4749,18.07719,21350,8.27674,937,16.94161,6.42026
3602,SC,29440,Associates,6894,01015518,1,0.1784,-1.72,121,38,160,4,45089,4.8,40235,67.7,21.2,16.06648199,42.69502279,25.60986507,15.62863015,50.68182,1541.5,26.13636,9.52381,8.4375,16.93182,22432,12.08054,399.5,25.22727,9.78651
3603,CA,95864,Wells,1914,03013353,3,0.7343,-0.31,139,88,183,9,06067,3.9,79611,93.8,13,11.93478218,22.01223115,34.05600934,31.99697733,22.09095,2018,27.60174,3.33184,3.08424,13.21636,18245,8.82954,753,8.55482,4.89563
3604,FL,32444,Discover,2326,03013642,3,0.2220,-1.51,97,72,102,8,12005,2.7,60106,95.3,13.9,9.921141628,28.17000596,36.3143191,25.59453331,34.86495,1421.5,29.58708,3.50195,4.19489,9.84166,16470.5,9.93691,789,20.90966,14.79491
3605,RI,02908,Associates,2429,04013027,4,0.1474,-1.91,126,10,48,3,44007,3.5,66610,90.8,14.3,13.83477314,30.54621254,25.03606897,30.58294535,24.76171,1548.5,28.55347,3.90786,4.32914,18.26752,19394.5,7.42546,584,6.09616,5.04265
3606,CA,91342,Chase_Rev,6098,09012060,9,0.0193,-3.95,135,41,81,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3607,NJ,07201,Chase,1955,08000000,8,0.9107,-0.09,132,96,222,1,34013,4.5,66191,74.2,15.1,13.33648748,28.00258826,22.00889192,36.65203234,31.8561,1254,25.52291,5.51777,4.32248,18.09539,21414,10.31525,505,16.92732,11.32788
3608,NY,13207,Discover,2234,04013048,4,0.1421,-1.95,123,72,83,1,36067,3.3,65548,88.3,14.2,8.683475112,25.43893898,29.37348012,36.50410578,25.29088,1555.5,38.69574,2.97991,3.6419,21.31262,20886,8.04184,449,14.19912,3.28125
3609,CA,93041,Wells,1559,03013644,3,0.2731,-1.3,145,41,55,2,06111,3.7,95819,113,8.9,14.3749402,19.76652139,31.82650904,34.03202937,17.93591,1516,28.44592,2.06117,2.20438,10.40429,18734,5.32586,531,6.99573,8.97123
3610,CA,92201,Wells,1972,04013064,4,0.4318,-0.84,100,56,63,2,06065,4.2,78690,92.8,11.6,17.00949518,26.92678907,32.53036944,23.5333463,26.08633,2126,33.7148,3.36421,3.62591,13.678,18560,8.81511,842,8.82245,8.20894
3611,CA,91739,Wells,1661,01019465,1,0.9334,-0.07,140,43,35,4,06071,4.1,74218,87.5,13.2,18.89536361,26.86536504,32.32605,21.91322135,29.61367,1978,32.65477,4.23582,4.0615,13.91869,18375,9.42403,761,9.84435,8.89974
3612,AL,35611,Chase,2444,03013519,3,0.2463,-1.4,129,32,64,6,01083,2.1,69207,128.2,9.9,13.4794914,27.30959321,30.82555373,28.38536166,27.44739,1592.5,33.6993,4.41389,2.64207,15.64501,19356,7.79727,720,18.23727,9.35323
3613,LA,70806,Discover,3358,05012986,5,0.7428,-0.3,130,96,59,2,22033,3.5,51746,99.3,19.2,9.561163733,25.77623117,27.1519357,37.5106694,39.24414,1672.5,28.86621,8.21745,5.37361,19.07785,20584,9.94453,540,18.23129,7.55791
3614,CA,93449,Wells,3495,02013924,2,0.9911,-0.01,148,86,114,4,06079,3,79688,93.9,13.1,8.067338157,19.55360098,35.64151469,36.73754617,14.31168,1494.5,25.85188,1.63064,1.78986,9.89323,17306,5.51091,569,5.61109,5.59211
3615,WA,98406,Wells,2524,08012296,8,0.8692,-0.14,129,2,13,6,53053,5.1,85492,101.6,8.2,7.924204393,26.46603634,37.19941215,28.41034711,21.19234,2117,33.19062,2.68714,3.05919,15.48753,18644,6.54227,818,8.94431,6.34058
3616,CA,92139,Wells,2157,03013640,3,0.7087,-0.34,130,91,32,5,06073,3.4,90756,107,10.7,11.6848286,18.19642779,29.85549373,40.26324989,20.19116,1924,28.30083,2.24266,2.34859,12.17414,19222,6.50241,855,9.18014,6.69465
3617,NJ,08027,Discover,2717,01014769,1,0.7143,-0.34,91,13,44,3,34015,3.7,93783,105.1,7.7,6.327289789,31.34009661,27.85328884,34.47932476,21.71101,1477,37.0579,2.10368,3.31901,21.22066,22713.5,6.78466,462,9.74439,3.99139
3618,NC,28115,Associates,3587,02013743,2,0.3690,-1,140,15,24,3,37119,3.5,75138,121.2,10.2,9.171039812,16.54910129,27.3509155,46.92894339,31.43272,1857,30.36048,4.95406,4.30301,18.97635,25460.5,7.87228,839.5,18.13866,11.77597
3619,TX,76066,Wells,3350,10011613,10,0.6478,-0.43,120,55,93,3,48363,3.8,57580,86,14.8,13.13804505,36.54680719,32.84252945,17.47261831,41.94471,1663.5,31.74452,4.038,4.79705,8.67493,12345,8.79121,988.5,25.7388,18.34532
3620,PA,19025,Bank_Of_Am,3071,04013214,4,0.1229,-2.1,134,19,264,2,42091,3.5,102648,148.9,7,5.342988975,22.76387748,21.14558919,50.74754436,15.44777,1581,32.54124,1.79223,2.19963,19.43587,24337,4.99903,464,5.96144,3.899
3621,AK,99835,Bank_Of_Am,777,03013450,3,0.4525,-0.79,115,48,49,1,02220,2.8,78248,99.8,8.6,5.190538765,25.39421813,36.1695138,33.2457293,17.44681,1830.5,15.31915,1.88679,1.2987,8.08511,21377.83333,7.384175,490.8333333,9.3617,13.62797
3622,TN,38119,Associates,4399,02014459,2,0.4335,-0.84,116,72,61,1,47157,4.5,54931,92,18,10.72462202,27.56382554,28.40637502,33.30517742,38.97949,1982,28.10853,9.12342,6.29795,20.40308,22769.5,12.07679,766.5,15.24712,12.04647
3623,KS,66061,Chase,5028,08000000,8,0.1528,-1.88,132,35,31,3,20091,2.3,93220,145.4,5.9,3.730066672,13.77056691,26.17211868,56.32724774,17.2704,1378.5,28.11144,1.85607,1.80297,17.63107,21321,4.92143,660,10.72082,5.26762
3624,CA,91950,Discover,3204,01016372,1,0.2770,-1.28,133,81,68,4,06073,3.4,90756,107,10.7,11.6848286,18.19642779,29.85549373,40.26324989,20.19116,1924,28.30083,2.24266,2.34859,12.17414,19222,6.50241,855,9.18014,6.69465
3625,NY,10473,Discover,3618,02014015,2,0.1676,-1.79,117,57,81,1,36005,7.8,43143,58.1,26.4,25.8710362,27.85533524,25.3350941,20.93853447,30.75821,1916,14.16069,7.05584,7.05134,15.53628,18348,10.82875,440,6.1109,7.58297
3626,LA,70538,Discover,1388,06012766,6,0.4931,-0.71,117,44,58,1,22101,4.3,42757,82.1,22.9,18.93178367,46.53077911,22.37472258,12.16271464,43.55469,1856,28.58073,5.41455,4.64481,11.13281,12149,9.35673,877,23.11198,5.7055
3627,CA,92336,Bank_Of_Am,3144,01019247,1,0.0992,-2.31,122,28,47,3,06071,4.1,74218,87.5,13.2,18.89536361,26.86536504,32.32605,21.91322135,29.61367,1978,32.65477,4.23582,4.0615,13.91869,18375,9.42403,761,9.84435,8.89974
3628,CT,06355,Discover,3304,02014593,2,0.5744,-0.55,126,65,89,5,09011,4.2,78552,93.9,8.9,6.960755929,28.60053168,29.88339957,34.55531282,20.7221,1329,33.10596,2.49526,3.41423,15.00647,20607,5.40752,411,8.26767,3.7865
3629,NJ,07111,Discover,1805,02013701,2,0.8422,-0.17,145,30,62,2,34013,4.5,66191,74.2,15.1,13.33648748,28.00258826,22.00889192,36.65203234,31.8561,1254,25.52291,5.51777,4.32248,18.09539,21414,10.31525,505,16.92732,11.32788
3630,IL,60139,Discover,2060,01017325,1,0.4339,-0.83,138,63,78,1,17043,3.6,99536,137.8,6.9,6.513435021,18.10017675,24.72199513,50.66439311,18.98369,1317,26.94329,2.10938,1.74234,15.85816,22002,4.36084,667.5,12.76653,4.77501
3631,NC,27510,Discover,1615,08000000,8,0.2930,-1.23,144,51,61,2,37135,3,79814,128.7,12.2,6.29062765,12.87801378,19.57627671,61.25508185,17.90403,1045,22.22725,2.18671,2.0132,14.35038,27022,4.10095,433,11.09099,6.80228
3632,AZ,85034,Wells,5428,05012997,5,0.7882,-0.24,136,61,136,1,04013,3.3,76230,110.5,11.3,11.15749581,22.02357049,32.46251888,34.35641482,26.4425,1897,31.1102,3.95944,3.37067,15.88688,18567,9.04062,717,12.59393,10.652
3633,PA,15701,Bank_Of_Am,5426,01926513,1,0.2073,-1.57,119,78,119,2,42063,5.3,51887,75.3,13.7,8.270006908,41.37730429,24.64822019,25.7044686,24.03729,1492,35.91407,3.1339,3.30578,15.40332,18274,6.57895,447,11.06607,7.00603
3634,VA,23234,Associates,2650,05013005,5,0.3779,-0.97,103,4,90,1,51760,3.4,52011,64.3,21.1,12.26369092,20.4476119,24.20292573,43.08577144,34.21406,1561,24.37677,7.28863,5.37117,21.70473,24910,10.31637,790,16.67413,7.35484
3635,CA,92301,Wells,1697,03013328,3,0.5775,-0.55,80,49,44,4,06071,4.1,74218,87.5,13.2,18.89536361,26.86536504,32.32605,21.91322135,29.61367,1978,32.65477,4.23582,4.0615,13.91869,18375,9.42403,761,9.84435,8.89974
3636,TN,37214,Chase_Rev,2611,02014270,2,0.5798,-0.55,105,22,95,4,47037,2.8,65463,109.7,15,9.887325145,21.27948603,24.41261455,44.42057428,28.64661,1787.5,24.69489,4.792,3.5158,19.48188,24152,8.87285,767,14.35506,12.67818
3637,NY,11434,Discover,8433,01018663,1,0.9769,-0.02,98,15,13,6,36081,5.2,72807,98.1,13.6,17.2982753,26.69080995,22.08711692,33.92379783,17.6652,1670,15.89577,3.42374,3.44441,11.06656,20000,6.21861,351,3.76252,8.61479
3638,KY,40205,Bank_Of_Am,3946,02013823,2,0.3222,-1.13,128,35,54,3,21111,3.8,60636,109.2,14.5,8.747038353,26.33033467,29.93114171,34.99148527,33.23836,1216,24.14928,4.72737,4.08474,17.02247,21424.5,11.00896,533.5,18.87641,5.71266
3639,CA,94510,Bank_Of_Am,6352,01018994,1,0.4946,-0.7,95,52,12,1,06095,4.2,87348,103,10,11.14930279,23.77079873,37.24232619,27.83757229,23.29354,2213,30.47051,2.88612,3.22823,12.11376,18050,7.30435,918.5,9.73315,4.86518
3640,CA,94561,Chase_Rev,2332,05012832,5,0.7827,-0.25,124,35,326,1,06013,3.5,110595,130.4,8.8,10.2561427,17.46950386,28.21818091,44.05617252,17.54391,2001,25.85659,2.76104,2.29576,10.4326,20000,6.6615,835.5,7.62849,4.14515
3641,CA,95630,Associates,4941,08012203,8,0.7722,-0.26,131,68,76,3,06067,3.9,79611,93.8,13,11.93478218,22.01223115,34.05600934,31.99697733,22.09095,2018,27.60174,3.33184,3.08424,13.21636,18245,8.82954,753,8.55482,4.89563
3642,CT,06460,Associates,367,08012253,8,0.9706,-0.03,87,90,3,2,09009,4.3,75094,89.8,12,9.67656556,29.59974326,24.07661056,36.64708062,24.34018,1500,30.07907,3.15582,3.96077,19.58128,21750,6.88152,409,7.86592,4.91188
3643,CA,95476,Wells,982,01019513,1,0.7570,-0.28,128,8,54,5,06055,3.2,94127,111,9,14.75569537,17.95930793,30.282612,37.0023847,16.21192,1594,26.17099,2.51524,2.76467,8.43565,16747,4.85175,566.5,7.13961,6.23086
3644,CA,90029,Bank_Of_Am,2286,07012537,7,0.7984,-0.23,128,6,1,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3645,OK,74403,Chase,2147,04013103,4,0.4110,-0.89,128,80,58,3,40145,3,70603,126.5,9.7,9.003549004,30.97097097,34.71107471,25.31440531,26.69068,1590,37.05482,3.17604,3.86565,16.84674,18019,9.26366,702,14.08563,11.2174
3646,IL,60647,Associates,3366,04013084,4,0.6240,-0.47,105,92,34,1,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505
3647,NJ,07746,Associates,2086,03013430,3,0.8375,-0.18,123,47,101,10,34025,3.3,107500,120.5,7.4,5.881430502,21.9635395,23.64211819,48.5129118,18.90382,1151,32.61301,1.69381,1.83838,16.19338,24091,4.39122,456,11.60364,5.05178
3648,IL,60647,Bank_Of_Am,1655,03013642,3,0.1215,-2.11,126,41,68,2,17031,5,72063,99.8,13.8,12.02660655,22.42699294,24.79774466,40.74865585,27.42029,1448,23.33793,4.92323,3.65191,16.81452,22564,7.54465,587,13.28281,8.93505
3649,WV,26426,Discover,2194,07012497,7,0.4171,-0.87,135,47,57,2,54017,3.1,48473,94.8,18.1,16.50959273,45.94412656,24.41938741,13.1268933,36.66667,1435.009259,39.16667,1.92308,7.04225,13.33333,18160.70833,10.05547639,553.0612245,24.16667,4.93027
3650,VA,20190,Wells,3505,04013145,4,0.8716,-0.14,137,48,164,1,51059,2.5,133845,165.4,7.1,6.63522628,12.2983332,17.53754491,63.52889561,12.84265,1483,24.84375,2.06749,1.57151,13.07566,22263,3.60587,630,5.70998,7.03176
3651,CA,90731,Wells,1142,07012404,7,0.0021,-6.19,124,54,31,5,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3652,GA,30736,Associates,4073,09012089,9,0.5984,-0.51,131,85,26,3,13295,3,47810,71.9,14.2,15.6281365,34.61441954,30.28813985,19.46930412,39.32997,1565,30.97751,6.39535,4.02802,10.5553,17137,8.69565,914,28.31574,11.03822
3653,IL,61821,Discover,5072,08012312,8,0.7647,-0.27,130,92,135,4,17019,3.8,58787,81.4,15,5.229051393,21.36816044,27.92649087,45.47629729,24.76828,1889,25.96979,6.76275,3.53006,16.30621,20138.5,5.78947,1101,13.86886,5.11554
3654,TX,75150,Discover,5591,10011245,10,0.7008,-0.36,107,56,129,2,48113,3.7,63549,94.9,14.4,19.27701005,22.59537298,25.17173246,32.9558845,40.74712,1773,26.5275,7.21764,4.45836,14.69989,19302,11.01283,789,19.31871,22.04706
3655,UT,84720,Bank_Of_Am,6355,10011817,10,0.3514,-1.05,137,43,7,1,49053,2.5,63639,80.1,9.4,6.307141681,21.86527779,41.32573033,30.5018502,19.06694,2493.5,34.07708,2.46327,2.17007,10.97025,15907,6.62558,1161,12.238,13.33679
3656,CA,90001,Wells,2245,05012845,5,0.3220,-1.13,123,44,79,4,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3657,CO,80454,Wells_FIB,448,02014407,2,0.7261,-0.32,124,21,35,1,08059,2.8,94401,114.8,7.3,4.860872918,19.6038728,27.62955271,47.90570157,17.52805,1564,29.57824,1.80517,1.91406,17.11348,20927.5,5.39406,703.5,9.47432,5.32662
3658,CA,90023,Bank_Of_Am,1835,01016206,1,0.6002,-0.51,141,73,102,1,06037,4.9,77356,91.2,14.1,19.95716305,20.39096448,25.60750331,34.04436916,22.26986,1860.5,25.77181,3.16442,2.94676,12.15225,19053,7.82106,743,6.99388,8.96509
3659,TX,77063,Discover,1309,01019411,1,0.7785,-0.25,147,18,90,1,48201,4.2,63539,94.9,16.4,18.13170496,22.75718363,26.58484296,32.52626845,37.36998,2041,27.98331,7.34685,4.57956,14.67667,18894,9.26155,867,13.47865,21.81881
3660,NV,89145,Associates,630,07012496,7,0.2194,-1.52,143,2,71,15,32003,6,63735,96.3,15.1,13.62216164,27.97505673,32.5981162,25.80466544,33.49727,2110.5,28.91963,4.83124,4.45914,13.34919,16263,9.73684,734,15.70691,12.66683
3661,MI,48203,Bank_Of_Am,2946,05012934,5,0.0872,-2.44,137,19,4,2,26163,4.6,52644,83,19.6,12.39187201,29.58740311,32.20387724,25.81684764,35.61004,1599,31.31911,8.27449,5.86071,18.60829,20393.5,12.38495,397,12.75178,5.74061
3662,PA,19124,Associates,1824,02014359,2,0.6033,-0.51,106,50,108,3,42101,5.4,52882,76.7,22.3,13.44967286,31.36673985,22.66209784,32.52148945,35.02126,1631,23.31593,6.16572,6.70219,23.36,22803,11.19706,408,7.32685,7.22665
3663,CA,95816,Wells,6794,01019257,1,0.7597,-0.27,117,85,65,18,06067,3.9,79611,93.8,13,11.93478218,22.01223115,34.05600934,31.99697733,22.09095,2018,27.60174,3.33184,3.08424,13.21636,18245,8.82954,753,8.55482,4.89563
3664,NY,11740,Discover,2129,03013561,3,0.7278,-0.32,144,5,29,10,36103,3.1,112681,151.8,6.4,9.607497875,25.81198026,26.27411759,38.30640428,15.52387,2196,34.72373,1.93383,2.8305,17.36495,21635,4.82783,416,3.19107,4.9139
3665,NJ,07052,Wells,1668,02013775,2,0.9397,-0.06,116,7,61,1,34013,4.5,66191,74.2,15.1,13.33648748,28.00258826,22.00889192,36.65203234,31.8561,1254,25.52291,5.51777,4.32248,18.09539,21414,10.31525,505,16.92732,11.32788
3666,CA,93063,Wells,12978,10011707,10,0.2462,-1.4,120,86,23,3,06111,3.7,95819,113,8.9,14.3749402,19.76652139,31.82650904,34.03202937,17.93591,1516,28.44592,2.06117,2.20438,10.40429,18734,5.32586,531,6.99573,8.97123
3667,CA,92626,Wells,1994,03013372,3,0.0971,-2.33,112,71,12,1,06059,3.2,100210,118.1,9.9,13.38891948,17.24420737,27.25107979,42.11579335,17.55021,1857,27.25739,2.29937,2.10546,10.69581,19182,5.73619,683.5,7.07588,6.87569
3668,GA,30034,Chase,1026,03013581,3,0.9435,-0.06,129,41,50,4,13089,3.1,70756,106.4,14.5,9.27675981,20.4051007,24.22427526,46.09386423,35.38826,1970.5,24.94284,7.10978,6.15988,21.92819,28292,11.0446,782,15.79727,12.00145
3669,NJ,08723,Discover,3322,05012973,5,0.1697,-1.77,131,94,159,9,34029,3.7,75732,84.9,11.4,7.166791244,33.41832517,27.18737557,32.22750802,17.7446,1459.5,31.63887,1.76693,2.63542,13.72892,20797,5.12732,414.5,9.09907,4.3936
3670,AZ,85267,Discover,1794,08012242,8,0.8514,-0.16,133,95,22,4,04013,3.3,76230,110.5,11.3,11.15749581,22.02357049,32.46251888,34.35641482,26.4425,1897,31.1102,3.95944,3.37067,15.88688,18567,9.04062,717,12.59393,10.652
3671,TN,37090,Wells,3057,01016225,1,0.6330,-0.46,89,53,55,5,47159,3,56567,94.8,11.7,12.80734741,42.78275962,27.06103558,17.34885739,34.25775,1789,30.83197,5.07813,4.71698,11.09299,10822,4.41176,1165.5,21.85971,8.15765
3672,MI,49646,Discover,2759,01016981,1,0.4701,-0.75,114,65,80,3,26079,6,57920,91.3,10.9,11.9167376,39.25559081,32.92579122,15.90188037,26.67876,1212,38.11252,2.32558,3.25733,13.61161,20275,6.66667,493.8285714,7.98548,8.66235
3673,MD,21128,Bank_Of_Am,3781,04013078,4,0.4562,-0.78,88,6,58,3,24005,3.3,80159,88.9,9.8,8.399365012,24.76132873,26.40996058,40.42934568,25.59542,1692,30.96936,5.17078,4.02711,16.86135,23067,8.09717,448.5,9.97421,5.1149
3674,MI,48234,Chase,4025,06012660,6,0.9682,-0.03,136,48,45,5,26163,4.6,52644,83,19.6,12.39187201,29.58740311,32.20387724,25.81684764,35.61004,1599,31.31911,8.27449,5.86071,18.60829,20393.5,12.38495,397,12.75178,5.74061
