"","YEAR","AGE","SEX","DEGREE","REGION","PersIncomeAdj","MARITAL","EDUC","CLASS_","BORN","PRESTG10","SEI10","FINRELA","SATFIN","UNEMP","JOBLOSE","JobFind"
"14021",1983,34,1,1,2,77273.7443564029,1,11,3,1,59,65.1,3,3,2,4,3
"14022",1983,22,1,1,4,15946.2986790698,1,12,2,1,45,31.2,1,3,1,3,2
"14025",1983,31,1,1,4,53695.1771348837,1,14,3,1,38,25.7,3,2,2,4,3
"14027",1983,64,1,3,4,123580.906976744,1,16,3,1,46,52,2,1,2,4,3
"14029",1983,23,2,2,4,39307.4517767442,5,14,3,1,47,57.8,4,2,2,4,1
"14031",1983,38,1,3,4,87233.5813953488,1,16,3,1,65,86.7,3,2,2,3,3
"14033",1983,59,2,0,4,26187.5211348837,1,11,2,1,36,35.3,1,3,1,4,2
"14034",1983,23,1,0,4,32680.6073767442,1,11,2,1,37,53.5,3,3,1,4,2
"14036",1983,27,1,1,4,47931.9451906977,5,12,2,1,22,24.8,3,2,1,3,2
"14038",1983,36,1,3,4,53695.1771348837,1,16,3,1,39,64.4,4,2,2,4,2
"14043",1983,37,2,3,2,60081.5563488562,1,16,3,1,61,71.7,3,2,2,4,3
"14044",1983,62,1,0,4,87233.5813953488,1,11,3,1,50,46.5,3,1,2,4,3
"14049",1983,32,2,3,3,32680.6073767442,5,16,3,1,47,38.8,2,3,1,4,2
"14051",1983,32,2,1,3,26187.5211348837,1,12,2,1,51,28.7,2,3,1,3,2
"14056",1983,63,2,1,3,47931.9451906977,2,12,2,1,33,13.6,3,1,2,4,1
"14061",1983,26,2,1,3,47931.9451906977,1,16,3,1,64,84.2,3,2,1,4,1
"14062",1983,53,1,1,3,123580.906976744,1,15,3,1,40,49.4,4,1,2,1,3
"14065",1983,52,1,3,2,138279.332006195,5,18,3,1,61,80.9,4,2,2,4,2
"14073",1983,28,1,1,3,87233.5813953488,1,12,3,1,43,36.2,4,2,2,3,2
"14080",1983,32,1,3,6,91358.531540848,1,16,3,1,60,76.3,4,1,2,3,3
"14081",1983,30,2,1,6,72325.5041365046,1,15,2,1,45,39.2,4,2,2,3,1
"14082",1983,27,1,1,6,64712.2931747673,1,12,2,1,39,24.6,3,3,2,3,3
"14087",1983,44,1,1,2,97608.9402396667,1,14,3,1,44,56.8,4,3,2,4,1
"14088",1983,39,1,0,6,50198.4677973113,1,10,2,1,38,28.4,3,3,2,4,2
"14091",1983,45,2,0,5,27425.8311685626,2,11,3,1,31,39.7,3,2,2,4,2
"14095",1983,52,2,1,5,27425.8311685626,3,12,2,1,32,13.2,3,1,2,4,3
"14097",1983,40,1,1,5,34225.9511995863,3,12,3,1,33,63.7,4,1,1,2,3
"14100",1983,32,1,3,5,64712.2931747673,1,16,3,1,53,69.3,3,2,1,4,2
"14102",1983,55,1,0,5,64712.2931747673,1,7,2,1,38,43,4,2,2,3,3
"14104",1983,28,2,1,6,34225.9511995863,1,12,2,1,45,62,3,2,1,4,3
"14106",1983,29,2,0,6,34225.9511995863,4,11,2,1,25,11.8,2,1,2,4,3
"14110",1983,35,2,3,5,91358.531540848,1,16,3,1,48,57.5,1,1,2,4,2
"14116",1983,25,2,0,5,19748.6692347466,1,11,2,1,33,13.6,3,3,2,3,2
"14121",1983,41,1,1,5,50198.4677973113,1,15,2,1,47,47.9,2,2,1,4,3
"14128",1983,34,2,4,5,56234.2214477766,5,18,3,1,28,21.6,4,1,1,4,3
"14130",1983,31,1,1,5,322437.755935884,1,12,3,1,38,43,5,1,2,4,3
"14136",1983,31,1,0,7,91358.531540848,1,11,2,1,35,32,3,1,1,2,3
"14137",1983,63,1,0,7,22860.9498759049,1,4,2,1,33,13.6,2,2,2,4,1
"14141",1983,30,1,1,7,16700.339565667,1,12,2,1,35,25,2,2,1,2,3
"14143",1983,32,1,3,7,56234.2214477766,1,16,3,1,74,84.5,4,2,2,4,2
"14147",1983,25,1,1,7,19748.6692347466,1,12,2,1,28,21.6,3,2,1,4,3
"14149",1983,39,1,3,7,64712.2931747673,1,16,3,1,64,82.5,3,2,2,4,2
"14153",1983,23,1,2,1,36567.5626451205,5,14,2,1,37,18.6,4,2,1,4,2
"14155",1983,25,1,1,7,6038.79893485005,1,16,2,1,30,24.1,2,2,1,1,2
"14162",1983,20,1,1,6,34225.9511995863,5,12,2,1,33,13.6,3,2,1,3,3
"14165",1983,31,1,1,2,24425.0104793059,1,12,2,1,44,28.7,3,3,1,3,2
"14167",1983,45,1,3,6,322437.755935884,3,16,4,1,60,83.8,5,1,2,4,1
"14169",1983,57,1,4,6,322437.755935884,1,17,3,1,39,67.7,5,1,2,4,1
"14171",1983,50,1,4,6,322437.755935884,1,19,3,1,69,91.1,4,2,2,4,1
"14174",1983,34,2,1,6,19748.6692347466,3,12,2,1,48,24.2,3,2,2,4,3
"14177",1983,22,2,1,5,6038.79893485005,5,14,2,1,31,19.6,3,1,2,4,2
"14180",1983,32,2,1,5,91358.531540848,4,12,2,1,35,23.7,3,2,1,3,3
"14186",1983,39,1,4,5,129424.586349535,1,18,3,1,53,69.3,3,1,2,4,2
"14189",1983,45,1,1,5,129424.586349535,1,12,3,1,53,73.9,4,2,2,4,2
"14193",1983,25,1,3,5,34225.9511995863,1,16,2,1,36,27.5,3,2,1,4,2
"14196",1983,36,2,1,5,27425.8311685626,4,12,2,1,47,38.8,2,1,1,4,1
"14198",1983,56,1,1,2,43982.5884719938,1,12,3,1,25,23.3,4,1,1,4,3
"14201",1983,45,2,1,5,34225.9511995863,3,11,2,1,47,38.8,1,3,2,3,2
"14202",1983,39,1,1,5,41166.1543123061,1,9,2,1,36,37.6,2,3,1,4,1
"14211",1983,61,2,0,5,6038.79893485005,1,7,2,1,25,12.6,3,1,2,3,1
"14218",1983,19,2,1,5,6038.79893485005,5,12,2,1,45,38.3,3,1,2,4,2
"14230",1983,24,1,1,9,44603.7026154639,5,15,3,1,40,33.4,4,1,2,4,1
"14231",1983,48,2,0,2,17842.9142758111,1,11,2,1,26,15.8,5,3,2,4,3
"14236",1983,24,1,2,9,37083.963137683,1,15,3,1,41,54.6,3,2,2,3,2
"14242",1983,57,1,0,2,138279.332006195,1,8,2,1,25,23.8,3,3,2,1,3
"14251",1983,27,1,1,9,70116.0438362633,1,12,2,1,47,62.7,3,2,1,4,2
"14257",1983,35,1,1,8,70116.0438362633,1,12,3,1,48,35.2,4,2,2,4,1
"14263",1983,50,1,1,8,140232.087672527,1,14,3,1,73,86.5,4,3,2,4,1
"14267",1983,74,2,0,8,24769.9360507684,2,10,3,1,47,38.8,3,2,2,4,3
"14271",1983,31,1,3,8,98987.3560041365,1,17,3,1,65,80.7,3,2,2,4,1
"14273",1983,24,1,2,8,29716.0042724418,1,14,3,1,47,57.8,3,3,1,4,3
"14282",1983,32,1,2,8,78364.9901699414,1,15,3,1,50,57.4,3,2,2,4,1
"14287",1983,44,1,0,8,54390.2525457395,1,11,3,1,46,39.9,3,2,2,1,2
"14293",1983,27,1,1,8,78364.9901699414,1,12,2,1,38,21.4,2,3,1,3,2
"14298",1983,27,1,1,2,69139.6660030973,5,12,2,1,45,31.2,3,3,1,4,1
"14300",1983,35,2,3,2,77273.7443564029,3,16,3,1,59,75.5,4,2,2,3,2
"14304",1983,54,1,1,2,60081.5563488562,1,12,2,1,50,46.5,3,2,2,3,3
"14308",1983,37,1,1,2,97608.9402396667,1,12,3,1,38,28.4,4,1,2,4,3
"14310",1983,48,1,2,4,69059.9186046512,1,15,3,1,61,60.5,3,2,1,4,3
"14312",1983,57,1,1,4,87233.5813953488,1,12,2,1,31,31.9,3,2,2,2,3
"14320",1983,41,2,1,4,15946.2986790698,3,12,2,1,28,21.6,2,3,1,2,3
"14322",1983,31,1,3,3,18856.9925116279,1,16,3,1,38,43,3,3,2,4,2
"14327",1983,33,1,1,3,53695.1771348837,1,12,3,1,37,18.6,3,2,2,4,2
"14335",1983,56,2,1,4,5766.13973023256,1,12,2,1,45,38.3,3,2,2,4,3
"14337",1983,27,1,2,4,39307.4517767442,1,15,2,1,35,21.8,3,1,1,4,2
"14340",1983,69,2,0,4,5766.13973023256,3,9,2,1,38,27,2,1,1,3,3
"14345",1983,36,1,1,4,47931.9451906977,1,12,2,1,38,42.8,3,1,2,4,3
"14351",1983,33,2,1,4,32680.6073767442,1,12,2,1,61,60.5,2,2,2,4,2
"14353",1983,53,1,0,4,307879.294390698,1,9,2,1,46,39.9,4,2,2,4,3
"14355",1983,49,1,0,4,123580.906976744,4,11,2,1,49,45.4,4,1,2,4,2
"14357",1983,37,1,0,5,50198.4677973113,1,11,4,1,40,38.3,3,2,2,3,3
"14359",1983,34,1,0,5,50198.4677973113,1,5,2,1,44,25.1,3,3,2,3,3
"14360",1983,29,1,1,2,36567.5626451205,1,14,2,2,24,20.7,2,2,1,4,3
"14362",1983,54,1,0,5,56234.2214477766,1,10,3,1,25,23.8,4,1,2,4,3
"14366",1983,31,1,2,5,41166.1543123061,1,15,2,1,63,63.1,2,1,2,4,2
"14369",1983,37,2,1,5,27425.8311685626,1,12,2,1,47,38.8,3,1,2,4,1
"14373",1983,24,1,1,5,41166.1543123061,5,12,2,1,35,20.9,3,3,1,3,3
"14396",1983,31,1,1,7,72325.5041365046,1,13,2,1,24,17.1,2,3,1,4,2
"14398",1983,26,1,1,7,56234.2214477766,1,12,2,1,28,18.8,3,3,2,3,3
"14400",1983,27,1,1,7,6038.79893485005,1,14,2,1,28,18.8,2,3,2,2,3
"14404",1983,56,2,0,7,41166.1543123061,1,11,2,1,60,76.3,3,3,1,4,3
"14408",1983,29,2,3,6,50198.4677973113,5,17,3,1,61,80.9,4,2,2,3,2
"14411",1983,73,1,1,6,16700.339565667,2,12,2,1,45,39.2,3,2,2,3,3
"14414",1983,37,2,1,6,27425.8311685626,3,12,2,1,32,13.2,3,2,2,3,3
"14419",1983,38,2,0,6,27425.8311685626,1,8,2,1,22,14.8,3,1,2,2,3
"14426",1983,27,1,1,7,72325.5041365046,1,12,3,1,49,46,3,3,2,3,2
"14429",1983,57,1,0,7,129424.586349535,1,10,3,1,48,57.5,3,1,2,3,3
"14431",1983,45,2,1,3,15946.2986790698,1,13,2,1,31,39.7,2,2,2,3,3
"14447",1983,50,1,1,3,123580.906976744,1,12,2,1,38,52.4,3,2,2,2,3
"14449",1983,60,2,1,2,36567.5626451205,5,12,3,1,40,25.1,3,2,2,2,3
"14456",1983,41,1,1,5,91358.531540848,3,12,2,1,33,46.6,4,2,2,3,3
"14465",1983,34,1,1,3,61790.4534883721,3,12,3,1,56,53.6,3,1,2,4,1
"14467",1983,45,2,1,3,32680.6073767442,3,11,2,1,39,20.8,2,3,2,3,2
"14484",1983,24,1,1,9,98987.3560041365,1,12,2,1,38,42.8,3,2,1,2,3
"14489",1983,60,1,3,4,307879.294390698,1,17,3,1,46,39.9,3,3,2,4,1
"14490",1983,27,1,3,4,123580.906976744,1,16,3,1,46,39.9,2,3,1,4,1
"14492",1983,32,2,2,4,47931.9451906977,5,14,2,1,31,37.6,4,1,2,4,3
"14494",1983,53,1,0,4,307879.294390698,1,10,2,1,46,39.9,3,3,2,3,3
"14496",1983,49,1,1,4,307879.294390698,1,12,3,1,46,39.9,3,3,2,3,3
"14499",1983,46,1,2,3,123580.906976744,1,14,4,1,46,52,4,1,2,4,2
"14501",1983,39,1,4,3,53695.1771348837,1,18,3,2,39,24.6,3,3,1,3,3
"14509",1983,70,1,0,7,6038.79893485005,1,7,2,1,41,27.2,2,3,2,3,3
"14514",1983,35,1,1,7,34225.9511995863,1,12,2,1,62,50.4,4,1,1,2,3
"14519",1983,35,1,1,7,56234.2214477766,1,12,2,1,49,46,3,1,2,3,2
"14527",1983,23,1,1,8,60930.0171990795,1,11,3,1,48,54.3,3,3,2,4,3
"14529",1983,36,1,3,8,140232.087672527,1,18,3,1,38,28.4,4,3,1,1,3
"14531",1983,42,1,1,8,140232.087672527,1,15,3,1,46,52,4,2,2,4,3
"14534",1983,58,1,3,8,98987.3560041365,1,17,3,1,50,46.5,4,1,1,3,3
"14535",1983,23,1,0,3,32680.6073767442,5,11,2,1,39,38.1,3,3,1,4,2
"14538",1983,44,2,1,8,78364.9901699414,1,12,2,1,47,38.8,3,2,2,3,2
"14540",1983,59,1,4,8,349362.674702466,1,19,3,1,70,91.6,4,2,2,4,3
"14542",1983,47,1,1,8,349362.674702466,1,13,3,1,45,50,4,1,2,3,3
"14544",1983,36,1,1,8,54390.2525457395,1,13,2,1,40,45.1,3,3,2,3,2
"14547",1983,30,1,0,8,98987.3560041365,1,12,2,1,49,45.4,3,3,2,1,3
"14549",1983,33,2,1,4,13093.7605674419,1,13,3,1,36,24.6,3,3,1,4,2
"14550",1983,45,2,1,4,1261.97914418605,1,12,2,1,48,26.1,2,2,2,4,1
"14553",1983,46,1,1,4,87233.5813953488,5,15,3,1,38,52.1,4,1,2,4,3
"14554",1983,24,1,1,4,87233.5813953488,1,14,2,1,38,52.1,3,2,2,4,2
"14556",1983,25,1,1,3,39307.4517767442,1,14,3,1,46,52,3,2,2,4,2
"14562",1983,42,1,0,2,36567.5626451205,1,10,1,1,27,27.7,3,3,2,3,3
"14564",1983,58,1,1,2,77273.7443564029,2,12,2,1,35,32,3,3,1,3,1
"14566",1983,63,2,1,1,17842.9142758111,2,12,3,1,49,28.6,2,3,2,3,3
"14569",1983,20,1,1,1,11377.9488006038,5,12,2,1,21,13.6,3,2,2,3,3
"14573",1983,33,1,4,1,21099.7992484746,1,20,3,1,74,84.5,3,2,2,4,1
"14577",1983,30,1,0,1,97608.9402396667,3,7,3,1,29,20.9,3,1,2,4,2
"14580",1983,36,1,3,1,29302.203859948,3,16,3,1,64,82.5,4,2,1,1,1
"14581",1983,54,1,4,1,138279.332006195,1,18,3,1,73,86.5,4,1,2,3,3
"14588",1983,25,1,0,1,6451.95094984197,5,10,2,1,45,31.2,3,3,1,4,3
"14597",1983,27,2,1,3,47931.9451906977,4,13,2,1,36,24.6,3,2,2,4,1
"14602",1983,31,2,1,3,39307.4517767442,3,15,2,1,62,79.9,3,1,1,4,1
"14605",1983,25,1,3,3,47931.9451906977,5,16,3,1,45,62,3,1,1,4,2
"14607",1983,23,2,3,3,10168.5278046512,5,16,3,1,58,71,3,3,2,4,2
"14610",1983,36,1,0,1,53632.8590303556,1,11,2,1,48,57.5,3,2,2,4,1
"14612",1983,60,1,1,3,307879.294390698,1,14,3,1,53,73.9,5,1,2,4,3
"14615",1983,37,1,3,3,87233.5813953488,1,16,3,1,46,52,4,1,1,3,3
"14616",1983,26,1,1,3,69059.9186046512,1,12,1,1,38,43,2,3,2,4,3
"14619",1983,65,1,1,3,32680.6073767442,1,12,2,1,50,68,3,2,2,4,1
"14621",1983,34,1,1,1,69139.6660030973,1,16,2,2,35,25,3,2,2,4,3
"14622",1983,31,1,3,3,53695.1771348837,1,16,3,1,45,62,3,3,2,4,2
"14624",1983,45,2,0,3,15946.2986790698,4,11,2,1,32,13.2,1,3,1,3,1
"14626",1983,41,1,1,3,61790.4534883721,1,12,2,1,35,24,3,2,2,3,3
"14628",1983,38,1,1,3,5766.13973023256,3,13,3,1,63,81,3,3,1,4,1
"14631",1983,56,1,0,3,18856.9925116279,2,8,3,2,38,43,2,3,2,2,3
"14634",1983,48,2,3,3,61790.4534883721,3,16,3,1,47,38.8,4,2,1,2,3
"14636",1983,33,1,0,3,87233.5813953488,3,13,3,1,31,39.7,4,3,2,4,1
"14638",1983,36,1,0,3,39307.4517767442,5,11,1,1,31,19.6,2,3,2,2,3
"14643",1983,56,2,4,1,36567.5626451205,2,17,3,1,37,50.7,4,2,2,3,3
"14644",1983,30,1,1,3,53695.1771348837,1,12,2,1,40,38.3,2,2,2,3,3
"14649",1983,32,1,2,3,87233.5813953488,1,14,3,1,65,79.4,3,2,1,3,3
"14651",1983,38,1,4,3,307879.294390698,1,18,4,1,50,68.6,5,1,2,4,2
"14656",1983,50,1,1,3,123580.906976744,1,15,3,1,53,73.9,4,2,2,4,2
"14664",1983,36,1,1,3,39307.4517767442,1,12,2,1,38,28.4,2,2,2,4,3
"14666",1983,50,2,1,3,47931.9451906977,1,12,3,1,32,35.8,2,2,2,3,3
"14669",1983,24,1,1,3,39307.4517767442,1,12,2,1,34,21.6,3,2,2,4,2
"14671",1983,43,1,1,3,123580.906976744,1,12,2,1,70,81.5,4,2,2,4,3
"14673",1983,59,1,1,3,32680.6073767442,1,14,3,1,47,57.8,4,1,2,1,3
"14675",1983,53,1,4,3,123580.906976744,1,18,3,1,72,77.4,4,2,2,4,2
"14684",1983,30,1,3,3,123580.906976744,1,16,3,1,47,65.3,4,2,2,4,2
"14687",1983,61,1,3,1,344497.740050539,1,16,3,1,58,72.7,1,1,2,1,3
"14690",1983,60,1,1,3,26187.5211348837,1,12,3,1,44,36.4,4,1,2,4,3
"14699",1983,26,2,3,4,26187.5211348837,5,16,2,1,55,70.4,2,2,1,4,2
"14702",1983,28,1,3,4,53695.1771348837,1,16,3,1,45,62,4,2,2,4,3
"14707",1983,31,2,3,4,61790.4534883721,3,17,2,1,38,27,4,3,1,3,1
"14712",1983,30,1,3,4,123580.906976744,1,16,3,1,51,78.3,4,2,2,4,2
"14722",1983,27,1,1,4,21828.7498511628,1,12,2,1,35,32,2,2,1,4,1
"14725",1983,21,2,2,4,21828.7498511628,5,14,3,1,63,81,4,1,2,4,2
"14727",1983,21,1,1,4,26187.5211348837,1,12,2,1,38,27,2,2,1,4,2
"14729",1983,31,1,3,4,123580.906976744,5,16,3,1,45,62,3,2,1,4,1
"14732",1983,25,2,1,4,18856.9925116279,1,13,2,1,47,38.8,3,1,2,3,1
"14734",1983,41,2,1,4,32680.6073767442,3,14,2,1,67,73.6,4,3,1,4,3
"14735",1983,62,1,1,4,61790.4534883721,1,16,2,1,47,65.3,3,3,2,4,3
"14741",1983,58,1,1,5,129424.586349535,1,14,3,1,52,82.4,3,1,2,4,2
"14742",1983,54,1,1,1,138279.332006195,1,12,3,1,63,81.6,4,2,2,4,3
"14747",1983,38,2,4,5,6038.79893485005,1,18,3,1,54,62.9,3,1,1,4,3
"14750",1983,28,1,1,5,56234.2214477766,1,13,3,1,45,38.8,3,2,1,3,2
"14752",1983,65,1,0,5,27425.8311685626,4,1,3,1,35,33.9,3,3,2,4,3
"14756",1983,44,1,1,5,91358.531540848,1,12,2,1,17,45.3,3,3,2,3,3
"14758",1983,37,2,1,5,50198.4677973113,3,12,3,1,47,38.8,3,2,2,4,1
"14762",1983,66,1,3,2,344497.740050539,1,16,3,1,45,62,4,1,2,4,2
"14764",1983,34,1,1,5,34225.9511995863,5,14,3,1,31,19.6,3,1,1,1,3
"14773",1983,48,2,1,2,97608.9402396667,2,12,3,1,47,47.9,3,3,2,4,1
"14790",1983,20,1,1,5,1321.6534229576,5,12,2,1,24,21,3,3,1,4,3
"14791",1983,47,2,1,5,41166.1543123061,1,12,2,1,37,32.6,3,1,2,4,2
"14800",1983,25,1,1,6,91358.531540848,1,12,2,1,40,42.2,3,1,1,1,3
"14801",1983,30,2,2,6,6038.79893485005,1,14,3,1,31,19.6,2,2,1,4,3
"14815",1983,34,2,1,6,19748.6692347466,1,12,2,1,48,24.2,2,2,1,4,3
"14816",1983,31,2,2,6,34225.9511995863,4,16,2,1,59,69.3,2,2,2,3,1
"14821",1983,28,2,1,6,19748.6692347466,1,14,3,1,28,21.6,3,3,2,1,2
"14822",1983,46,1,1,6,64712.2931747673,1,12,3,1,36,38.1,4,2,2,4,1
"14831",1983,31,1,1,6,64712.2931747673,1,14,3,1,45,62,3,2,2,3,2
"14833",1983,45,2,1,6,34225.9511995863,3,12,2,1,38,39.2,2,3,2,2,2
"14836",1983,33,2,3,6,10649.3594932782,1,16,3,1,47,38.8,3,2,2,4,2
"14839",1983,53,1,1,7,91358.531540848,1,10,3,1,49,53.9,3,2,2,4,1
"14840",1983,44,2,1,7,91358.531540848,3,12,3,1,47,38.8,4,2,2,4,3
"14842",1983,60,1,1,7,129424.586349535,1,12,3,1,49,45.4,3,2,2,3,2
"14849",1983,28,1,1,1,77273.7443564029,1,12,3,1,50,46.5,3,2,2,4,2
"14858",1983,36,1,4,7,22860.9498759049,3,18,2,1,44,28.7,2,1,2,4,2
"14860",1983,57,1,0,7,72325.5041365046,1,8,2,1,50,68.6,4,1,2,3,3
"14861",1983,37,2,1,2,1412.07600213385,1,12,2,1,48,20.1,4,3,2,3,1
"14862",1983,34,1,1,7,72325.5041365046,1,13,2,1,35,32,2,3,1,4,3
"14864",1983,35,1,1,7,13712.9155842813,1,14,1,1,43,36.2,1,3,1,1,3
"14866",1983,31,2,1,7,56234.2214477766,1,15,3,1,47,47.9,3,3,1,3,3
"14868",1983,37,1,1,7,72325.5041365046,3,14,2,1,24,20.7,3,3,1,3,3
"14870",1983,55,1,0,7,72325.5041365046,2,8,3,1,44,28.7,4,1,2,3,2
"14873",1983,34,1,1,7,50198.4677973113,1,12,2,1,38,28.4,3,2,2,4,3
"14875",1983,35,2,1,7,1321.6534229576,4,12,2,1,45,38.3,4,3,1,2,2
"14877",1983,25,2,3,7,27425.8311685626,3,16,2,1,54,72.5,1,3,2,4,3
"14879",1983,47,1,3,7,322437.755935884,1,16,3,1,46,52,3,2,2,4,3
"14881",1983,48,2,0,7,16700.339565667,1,9,2,1,66,62.6,3,1,2,4,3
"14885",1983,40,1,4,7,64712.2931747673,1,18,3,1,74,84.5,3,3,2,4,3
"14888",1983,31,2,1,8,6543.06423187342,3,12,2,1,25,12.6,1,3,1,4,1
"14895",1983,27,2,1,8,37083.963137683,5,15,3,1,47,38.8,3,2,2,4,3
"14897",1983,57,1,3,8,78364.9901699414,1,16,3,1,73,84,3,2,1,4,3
"14900",1983,23,2,1,9,6543.06423187342,5,12,2,1,25,12.6,5,3,1,3,1
"14901",1983,33,1,3,9,18094.8886775561,5,17,3,1,48,24.2,2,3,1,3,2
"14902",1983,31,1,3,9,44603.7026154639,5,16,4,1,52,49.2,2,2,1,4,2
"14904",1983,37,1,4,2,138279.332006195,1,18,3,1,74,84.5,4,1,2,4,3
"14906",1983,35,1,1,9,98987.3560041365,1,13,2,1,28,25.2,4,1,1,3,3
"14914",1983,38,2,4,9,98987.3560041365,3,16,3,1,64,71.8,4,1,1,4,3
"14917",1983,41,2,3,9,44603.7026154639,3,16,2,1,46,52,2,2,2,4,1
"14923",1983,53,1,1,9,98987.3560041365,1,15,2,1,35,32,4,1,2,4,3
"14925",1983,42,1,0,9,60930.0171990795,1,11,2,2,34,34.7,3,2,2,4,3
"14927",1983,36,1,1,9,14858.0021362209,5,12,2,1,24,17.1,2,3,1,1,3
"14928",1983,38,1,1,9,98987.3560041365,1,14,2,1,42,31,3,3,2,4,3
"14929",1983,38,2,1,9,70116.0438362633,3,13,3,1,60,76.3,2,3,1,3,1
"14932",1983,59,1,0,9,37083.963137683,1,6,2,2,27,23.3,2,3,2,4,3
"14939",1983,28,2,1,9,29716.0042724418,5,12,2,1,51,28.7,2,3,1,4,2
"14942",1983,27,1,1,9,60930.0171990795,5,15,2,1,35,32,3,2,1,4,1
"14945",1983,26,1,2,9,140232.087672527,1,14,2,1,50,57.4,4,2,1,3,3
"14950",1983,66,1,1,9,78364.9901699414,1,12,3,1,38,43,4,1,1,1,2
"14951",1983,25,1,1,9,29716.0042724418,5,13,2,1,34,20.3,3,3,2,3,2
"14954",1983,40,1,4,9,98987.3560041365,5,19,3,1,46,52,3,2,2,4,2
"14956",1983,42,2,4,9,78364.9901699414,1,17,3,1,74,84.5,4,1,2,2,3
"14962",1983,63,2,1,9,98987.3560041365,2,12,3,1,47,38.8,4,1,2,4,2
"14964",1983,41,1,1,9,1432.01708352651,1,12,2,1,38,43,2,2,2,3,1
"14965",1983,73,1,0,9,6543.06423187342,1,8,3,1,49,45.4,3,1,1,4,2
"14970",1983,38,1,3,9,60930.0171990795,1,17,2,1,38,43,2,3,1,4,1
"14972",1983,64,1,4,9,140232.087672527,1,20,4,2,74,84.5,4,1,2,4,1
"14975",1983,24,1,3,9,11538.6261315488,5,16,3,1,74,84.5,3,2,1,3,1
"14979",1983,50,1,4,9,349362.674702466,1,18,4,2,49,56.9,5,1,2,4,1
"14980",1983,41,2,0,2,1412.07600213385,1,9,2,2,35,26.8,2,3,1,1,3
"14984",1983,20,1,1,9,11538.6261315488,5,13,2,1,48,24.2,4,2,1,3,1
"14996",1983,49,1,1,9,44603.7026154639,1,14,2,1,37,18.6,3,2,1,4,3
"14997",1983,27,1,0,9,37083.963137683,3,10,2,1,33,13.6,3,2,1,4,1
"15007",1983,29,1,4,9,140232.087672527,3,17,3,1,61,60.5,4,3,2,4,2
"15015",1983,33,1,1,2,77273.7443564029,1,12,2,1,31,48.8,2,3,1,2,3
"15017",1983,23,1,3,2,21099.7992484746,5,16,2,1,38,27,3,2,2,4,2
"15018",1983,51,2,1,2,36567.5626451205,3,12,2,1,40,33.4,2,2,2,4,3
"15020",1983,54,2,1,2,17842.9142758111,1,12,3,1,45,38.3,4,1,1,3,2
"15021",1983,37,1,1,2,97608.9402396667,1,12,2,1,33,46.2,3,3,2,3,3
"15024",1983,27,1,1,2,1412.07600213385,1,12,2,1,35,32,4,2,2,4,1
"15028",1983,44,2,4,2,97608.9402396667,1,17,4,1,51,63.7,1,1,2,4,3
"15030",1983,72,1,1,2,43982.5884719938,1,12,3,1,34,34.7,3,3,2,3,3
"15031",1983,44,1,4,2,344497.740050539,3,20,4,1,80,92.8,1,1,2,4,1
"15033",1983,37,1,3,2,138279.332006195,1,16,4,1,60,83.8,4,3,1,4,3
"15039",1983,52,2,4,3,53695.1771348837,2,19,3,1,61,80.9,3,2,2,4,3
"15047",1983,40,2,4,3,53695.1771348837,5,18,2,1,54,62.9,3,2,2,4,2
"15051",1983,31,1,1,3,61790.4534883721,1,12,2,1,41,22.1,2,2,1,1,3
"15060",1983,23,1,1,3,32680.6073767442,1,10,2,1,25,23.3,3,2,2,4,3
"15067",1983,56,1,0,1,77273.7443564029,1,7,2,2,35,26.8,3,1,2,4,3
"15068",1983,34,2,0,2,29302.203859948,1,11,2,1,28,21.6,1,2,1,4,2
"15071",1983,62,1,0,3,69059.9186046512,1,9,2,1,40,25.1,3,1,2,4,3
"15074",1983,45,2,1,3,18856.9925116279,1,12,3,1,40,41.8,3,1,2,3,2
"15076",1983,25,1,1,3,26187.5211348837,1,12,2,1,45,31.2,2,3,1,3,3
"15089",1983,42,1,1,3,47931.9451906977,1,12,2,1,35,32,2,1,2,1,3
"15090",1983,27,1,3,2,97608.9402396667,5,16,3,1,58,71,4,1,1,4,2
"15094",1983,47,1,1,3,61790.4534883721,1,13,2,1,50,57.4,4,2,2,4,3
"15106",1983,25,1,2,3,21828.7498511628,5,14,2,1,55,58.6,3,2,2,4,1
"15115",1983,35,1,1,5,56234.2214477766,1,12,3,1,44,25.1,4,1,1,4,3
"15118",1983,21,1,1,5,13712.9155842813,5,13,3,1,37,18.6,3,1,2,3,3
"15121",1983,29,1,3,5,41166.1543123061,5,16,2,1,29,39.5,2,3,1,1,2
"15127",1983,39,1,1,7,72325.5041365046,1,12,2,1,63,84.3,4,1,2,2,3
"15129",1983,27,1,1,7,6038.79893485005,1,12,2,1,60,65.3,3,2,1,4,2
"15132",1983,40,1,0,7,50198.4677973113,1,9,2,1,45,62,2,1,2,4,1
"15135",1983,54,1,1,7,72325.5041365046,1,12,2,1,50,46.5,3,2,2,4,3
"15139",1983,43,2,0,7,16700.339565667,4,12,1,1,22,14.8,1,3,2,4,3
"15145",1983,33,1,1,2,60081.5563488562,5,12,1,1,22,17.5,3,2,2,4,3
"15147",1983,37,2,0,6,19748.6692347466,2,9,2,1,33,29.9,3,1,2,1,2
"15148",1983,27,2,1,6,27425.8311685626,1,12,3,1,26,15.8,3,1,2,4,1
